Gene,GBM_gain,LGG_gain,pval,FDR
CYB5R4,11,2,0.022132997223854867,0.04297018482160886
CYBB,6,9,0.4425515141810726,0.5398179532140471
CYBRD1,17,6,0.03388878722533728,0.06171166611866033
CYCS,425,105,2.591243838814021e-82,2.0374502602779562e-80
CYFIP2,22,10,0.04867944309992932,0.08437021078762129
CYGB,34,28,0.6017046956072616,0.6912262769547812
CYLC1,7,18,0.024654089142138902,0.047316947058995786
CYLC2,43,23,0.021843137916567962,0.04297018482160886
CYLD,17,10,0.24528349080208264,0.33643871265555547
CYMP,47,13,1.3658340478417718e-05,6.913412784121242e-05
CYP11A1,11,8,0.6463669807125458,0.7272354896869203
CYP17A1,1,4,0.2075665708088641,0.293085401761272
CYP19A1,9,6,0.6061644328763274,0.6945961737323886
CYP1A1,9,7,0.803005578017028,0.8612725161162496
CYP1B1,20,7,0.01853516742298712,0.037601127159046406
CYP24A1,175,43,5.78929572605286e-23,6.502890292734618e-22
CYP26A1,2,2,1.0,1.0
CYP26B1,16,6,0.05147633813886318,0.08805919195460157
CYP26C1,2,2,1.0,1.0
CYP27B1,117,36,7.445304639660504e-12,5.367910949516151e-11
CYP27C1,17,6,0.03388878722533728,0.06171166611866033
CYP2A13,140,30,6.770176195845165e-20,5.265380948172071e-19
CYP2B6,140,30,6.770176195845165e-20,5.265380948172071e-19
CYP2B7P1,140,30,6.770176195845165e-20,5.265380948172071e-19
CYP2C18,0,3,0.11621922824025462,0.18045702747230602
CYP2C8,0,4,0.05660585331110369,0.09579133548193697
CYP2C9,0,2,0.23838148519734043,0.3277499903592107
CYP2D6,12,9,0.6623100341654395,0.7416726637160965
CYP2F1,139,30,1.243255988587108e-19,9.51642122150927e-19
CYP2G1P,141,30,3.677908310128163e-20,2.9101594837462987e-19
CYP2J2,42,13,0.0001395111604896438,0.0005168176142657797
CYP2R1,7,17,0.037658048646189296,0.06774659494112013
CYP2S1,139,30,1.243255988587108e-19,9.51642122150927e-19
CYP2U1,11,6,0.3306822019367589,0.43112989918276284
CYP39A1,11,5,0.20868039692590767,0.293085401761272
CYP3A43,432,151,4.871076485640155e-62,1.625640592474308e-60
CYP3A7,431,151,1.4880996846836086e-61,4.900938829951411e-60
CYP46A1,11,4,0.11739401838838379,0.18121321494056405
CYP4B1,42,13,0.0001395111604896438,0.0005168176142657797
CYP4F11,180,48,4.1213101695719515e-22,3.904973888115556e-21
CYP4F12,179,48,7.498757286235427e-22,6.715345076009758e-21
CYP4F2,181,48,2.2594517439354585e-22,2.2576477904472866e-21
CYP4F22,179,48,7.498757286235427e-22,6.715345076009758e-21
CYP4F23P,178,48,1.3610128752432245e-21,1.1706581535167666e-20
CYP4F24P,180,48,4.1213101695719515e-22,3.904973888115556e-21
CYP4F3,180,48,4.1213101695719515e-22,3.904973888115556e-21
CYP4F31P,16,6,0.05147633813886318,0.08805919195460157
CYP4F8,179,48,7.498757286235427e-22,6.715345076009758e-21
CYP4V2,10,4,0.17837098217268166,0.2582201089521239
CYP4X1,42,13,0.0001395111604896438,0.0005168176142657797
CYP4Z1,42,13,0.0001395111604896438,0.0005168176142657797
CYP4Z2P,42,13,0.0001395111604896438,0.0005168176142657797
CYP51A1,437,141,2.6431249520143764e-69,9.923612632337976e-68
CYP7A1,29,33,0.5144225142157283,0.6093703516715417
CYP8B1,31,7,0.00010329003718746068,0.0003977460970464832
CYR61,44,15,0.00024008643273707342,0.0008171579234592269
CYSLTR1,6,18,0.012043130029360017,0.02585982922218011
CYSLTR2,1,4,0.2075665708088641,0.293085401761272
CYSTM1,25,12,0.04544757969246771,0.0793272607881776
CYTH1,33,26,0.5039786474309744,0.6001705913185611
CYTH3,422,101,2.8232441068338105e-83,3.16772421791733e-81
CYTH4,12,12,1.0,1.0
CYTL1,10,10,1.0,1.0
CYYR1,35,13,0.0027708364183995637,0.007141311366316226
DAAM1,6,4,0.7534252777061385,0.8242835885911554
DAAM2,11,7,0.479117078642087,0.5763681742267593
DAB1,41,12,0.00010282236626255624,0.0003977460970464832
DAB2,27,12,0.02264854678278911,0.04387151755242188
DAB2IP,45,24,0.017788284856181166,0.03624263491658238
DACH1,3,2,1.0,1.0
DACH2,7,15,0.08430992906448588,0.1365286300075964
DACT1,6,3,0.5070428290082912,0.6023866154613178
DACT2,13,1,0.001783177570548905,0.0048435089083927385
DACT3,123,23,4.287992767928024e-19,3.2022414415088547e-18
DAG1,33,6,1.2297308712623903e-05,6.326857904973819e-05
DAGLB,423,101,8.2131173137774e-84,1.2715937713227733e-81
DANCR,45,14,7.599719182892289e-05,0.0003131209401609778
DAND5,177,48,2.4640590896967415e-21,2.068487390109875e-20
DAO,29,8,0.0006888389931205767,0.0020432518267202884
DAOA,11,13,0.6816734346528801,0.7545788782794246
DAP,30,11,0.004019185529665655,0.009978530051995173
DAP3,65,28,0.00019552443653555687,0.000680506602060485
DAPK1,42,23,0.02922670890519237,0.05470855220468391
DAPK3,178,44,2.5436129745811758e-23,3.022150288944628e-22
DAPL1,17,7,0.06267964363089813,0.10431326330328326
DAPP1,11,3,0.05670376906265473,0.09579133548193697
DARS,16,7,0.0916764545126367,0.1460792566441144
DAW1,15,7,0.13213108532119988,0.20021638980463927
DAZAP1,186,50,7.81077150334919e-23,8.620804896103594e-22
DAZAP2,33,9,0.00024126236733374698,0.0008171579234592269
DAZL,29,11,0.006019527095492665,0.014211799704466097
DBC1,42,23,0.02922670890519237,0.05470855220468391
DBF4,435,133,3.0490715193108034e-72,1.1741270788976832e-70
DBF4B,18,12,0.3587635436654223,0.46050520502284714
DBH,40,28,0.2111609334982436,0.2964306318261939
DBIL5P2,17,7,0.06267964363089813,0.10431326330328326
DBN1,31,10,0.0013262029808564068,0.0036787802671779677
DBNL,418,109,2.485175798768662e-76,1.0849526205205747e-74
DBP,128,24,1.1470683850025994e-19,8.825139859615286e-19
DBR1,33,4,9.100658391746536e-07,5.31804232401749e-06
DBX1,7,14,0.1233006032899853,0.18858625727762493
DBX2,37,9,3.4409604621820894e-05,0.0001586137023359442
DCAF10,26,12,0.03224802395408058,0.0599604833158824
DCAF11,4,10,0.10907873374700766,0.17140780824657958
DCAF12,30,10,0.002048710493951572,0.005470756436373526
DCAF12L1,3,9,0.08417232385323435,0.13634990396158705
DCAF12L2,3,9,0.08417232385323435,0.13634990396158705
DCAF15,179,47,2.8280184962034106e-22,2.7507242082890425e-21
DCAF16,13,8,0.3813389782917591,0.48312373679649384
DCAF17,18,6,0.022033728705400466,0.04297018482160886
DCAF4,8,5,0.5800722812261874,0.6703751842597062
DCAF4L1,13,7,0.26129788031550283,0.3561131176478561
DCAF4L2,34,50,0.052859232325834796,0.09041457301473656
DCAF5,10,3,0.09146582995123384,0.1460792566441144
DCAF7,30,27,0.8919848159144634,0.9370988433300743
DCAF8,61,27,0.00035261046349805043,0.001135643135495115
DCAF8L1,7,11,0.34632995228602165,0.4467602837512002
DCAF8L2,7,11,0.34632995228602165,0.4467602837512002
DCAKD,21,11,0.10796373535383474,0.16983339033663875
DCBLD1,11,2,0.022132997223854867,0.04297018482160886
DCBLD2,29,5,3.430961624841727e-05,0.00015839588589570567
DCC,31,11,0.002661916526948237,0.006925963687059705
DCD,33,10,0.0005438448725379064,0.0016506593160416894
DCDC1,14,13,1.0,1.0
DCDC2,14,9,0.40274184467724955,0.5028162792720038
DCDC2C,22,12,0.11897828840032358,0.18354555061079195
DCHS1,7,14,0.1233006032899853,0.18858625727762493
DCHS2,9,2,0.06486238697781932,0.10775479287974453
DCK,9,3,0.14505090281306568,0.21580884272306522
DCLK1,5,4,1.0,1.0
DCLK2,8,5,0.5800722812261874,0.6703751842597062
DCLK3,28,7,0.0004651727428051383,0.0014454716017892751
DCLRE1C,14,57,2.5366430472443107e-08,1.6060415380908542e-07
DCP1B,52,52,0.8369473372964915,0.8850329807963024
DCP2,24,10,0.023373297482781292,0.04500835768642254
DCST2,63,29,0.0006565805080016296,0.001956841847423789
DCSTAMP,35,71,9.046117439466135e-05,0.0003645146007671114
DCT,7,10,0.4688797349872044,0.5683780660293676
DCTD,10,4,0.17837098217268166,0.2582201089521239
DCTN1,19,6,0.014161791349667606,0.029494076062863417
DCTN2,86,29,6.209832236369895e-08,3.829949097568915e-07
DCTN5,15,6,0.07713921224233394,0.12530845748570807
DCTN6,24,27,0.5689957525061373,0.6610666388752886
DCTPP1,17,6,0.03388878722533728,0.06171166611866033
DCUN1D1,62,15,4.677749717283947e-08,2.9149562346128757e-07
DCUN1D2,13,14,0.8462497357018897,0.8924217773169707
DCUN1D3,14,7,0.18742643540703754,0.26771639784505324
DCUN1D4,37,14,0.0022809745138280065,0.006021387809574443
DCUN1D5,7,37,1.4519022260184707e-06,8.415541347103587e-06
DCX,4,12,0.043305725395777483,0.07569429515756358
DDA1,177,47,9.400503717423133e-22,8.198418398853695e-21
DDAH1,44,15,0.00024008643273707342,0.0008171579234592269
DDB2,7,12,0.2502886792281222,0.34274052928311655
DDC,421,106,1.4033581876346968e-79,7.317928215936763e-78
DDHD1,5,5,1.0,1.0
DDHD2,24,27,0.5689957525061373,0.6610666388752886
DDI1,7,37,1.4519022260184707e-06,8.415541347103587e-06
DDI2,42,11,2.8154665447187468e-05,0.0001338906794445413
DDIT3,84,27,3.6199626838605624e-08,2.2699206507815416e-07
DDIT4,3,1,0.6247067078323906,0.7081706928009391
DDIT4L,11,3,0.05670376906265473,0.09579133548193697
DDO,11,2,0.022132997223854867,0.04297018482160886
DDR2,53,26,0.0033903771598904108,0.008553113419659699
DDX1,29,11,0.006019527095492665,0.014211799704466097
DDX10,10,36,5.700294339754515e-05,0.00024792070777420594
DDX11,48,23,0.004550262440357818,0.01115687205376224
DDX11L9,14,14,1.0,1.0
DDX17,17,10,0.24528349080208264,0.33643871265555547
DDX18,17,6,0.03388878722533728,0.06171166611866033
DDX19B,20,11,0.14714662553723037,0.21853718575139694
DDX27,177,41,2.0118663024916888e-24,2.910810031870923e-23
DDX28,17,11,0.342272640589673,0.4428376885749394
DDX31,41,28,0.1718446789736396,0.2516344957903783
DDX3X,7,8,0.7984856295202869,0.8612725161162496
DDX42,31,26,0.6836697268373275,0.755507870319572
DDX43,12,1,0.0033433814753536578,0.008472983968420727
DDX46,20,9,0.059968271422319905,0.10084016350021278
DDX47,41,28,0.1718446789736396,0.2516344957903783
DDX49,178,48,1.3610128752432245e-21,1.1706581535167666e-20
DDX50,1,1,1.0,1.0
DDX52,15,10,0.4220733463098171,0.521528114195331
DDX53,9,11,0.654902521890484,0.7362322085299267
DDX58,29,9,0.0015296210859659038,0.004193325159974096
DDX6,13,55,2.7107924953591038e-08,1.7112518577260623e-07
DDX60,9,4,0.2656173167521872,0.3565782482331588
DDX60L,10,4,0.17837098217268166,0.2582201089521239
DEAF1,9,13,0.3917983896250007,0.49140038545083187
DEC1,43,23,0.021843137916567962,0.04297018482160886
DEDD2,141,30,3.677908310128163e-20,2.9101594837462987e-19
DEFB110,10,6,0.4530657644335597,0.5501853036519123
DEFB112,10,6,0.4530657644335597,0.5501853036519123
DEFB114,10,6,0.4530657644335597,0.5501853036519123
DEFB115,178,40,3.5669937342144814e-25,5.7787607228083154e-24
DEFB116,179,41,5.639097777625378e-25,8.999784317149621e-24
DEFB121,179,41,5.639097777625378e-25,8.999784317149621e-24
DEFB124,179,40,1.8749027654032004e-25,3.0705877569056995e-24
DEFB131,11,9,0.8231147798009446,0.8749672822091298
DEFB133,10,6,0.4530657644335597,0.5501853036519123
DEGS1,47,25,0.014488587251988969,0.03014123886277467
DEK,14,9,0.40274184467724955,0.5028162792720038
DENND1A,43,26,0.06196728923011001,0.10413167166362226
DENND1B,50,24,0.0036973400066505923,0.009235970096453525
DENND2A,435,166,1.479583791794272e-56,3.2017852140009192e-55
DENND2C,45,11,6.3672028850102025e-06,3.434721728702702e-05
DENND3,39,78,5.185008052771939e-05,0.00022990390001927658
DENND4B,58,27,0.0010116085050414694,0.0028860821673086603
DENND4C,16,11,0.43964061589798575,0.5385857549193205
DENND5A,8,14,0.19751192771669848,0.28125938650811994
DENND5B,46,19,0.001243073372118509,0.003482274930512175
DENND6A,30,5,1.9686386736206496e-05,9.658613394457666e-05
DENR,34,17,0.03050447728408067,0.05690884967109609
DEPDC1B,24,9,0.01293946193370139,0.027239254180029083
DEPDC4,30,9,0.0009740817847902242,0.0027874924245387934
DEPDC5,13,10,0.6762547896585908,0.7510719147384053
DEPDC7,9,14,0.29396202526586646,0.38985532457106875
DEPTOR,39,85,3.635083985737752e-06,2.021914492511465e-05
DERA,42,35,0.5562750363553602,0.6491676506321237
DERL1,41,83,2.2626240527835533e-05,0.00010908535481445716
DERL2,10,6,0.4530657644335597,0.5501853036519123
DES,14,7,0.18742643540703754,0.26771639784505324
DESI1,13,10,0.6762547896585908,0.7510719147384053
DESI2,59,25,0.0002550252868344751,0.00086202335306778
DFFB,36,10,0.00013590098462007186,0.000507323138708486
DFNA5,424,105,9.118378170913338e-82,6.3398057116100236e-80
DFNB31,44,23,0.0161982394488826,0.03315594385216286
DGAT2,7,32,2.3806455585384622e-05,0.0001141524105942868
DGKA,33,12,0.002246748213654565,0.005941479956447307
DGKB,421,109,6.552269147058413e-78,3.0944018254881526e-76
DGKD,15,7,0.13213108532119988,0.20021638980463927
DGKG,54,11,5.6991232654085504e-08,3.525100214164152e-07
DGKH,3,5,0.49706520125893344,0.5946726035614325
DGKI,435,164,2.0749823242362935e-57,4.938523699743369e-56
DGKK,5,11,0.13304201950550706,0.20086710052615916
DGKZ,8,13,0.27305269075461525,0.3655143336975498
DGUOK,19,7,0.02815702138835105,0.05325049077071604
DHCR24,41,13,0.00021817971695038533,0.0007510022895165911
DHCR7,5,32,2.0953354494222898e-06,1.198771343978055e-05
DHDDS,39,13,0.0005234457598051231,0.001599737163360468
DHDH,126,25,1.2699305364584392e-18,9.240221316149631e-18
DHFR,25,11,0.027703321755975396,0.05263771332632066
DHFRL1,30,6,6.19094237246575e-05,0.00025992611839443846
DHH,34,9,0.0001495706990900623,0.0005497437001797738
DHODH,16,12,0.5694645829757363,0.6610666388752886
DHPS,180,47,1.545388143194862e-22,1.5929059117707919e-21
DHRS1,5,10,0.1982304484754383,0.2814089115421243
DHRS11,14,9,0.40274184467724955,0.5028162792720038
DHRS12,1,1,1.0,1.0
DHRS2,6,9,0.4425515141810726,0.5398179532140471
DHRS3,41,11,4.571119131766079e-05,0.00020431269976447315
DHRS4,5,10,0.1982304484754383,0.2814089115421243
DHRS4L1,5,10,0.1982304484754383,0.2814089115421243
DHRS7B,15,8,0.2079835180872558,0.293085401761272
DHRS7C,10,8,0.8138773582697607,0.8696414205973153
DHTKD1,14,60,4.856722008850667e-09,3.250367697367171e-08
DHX15,12,5,0.14213395782907973,0.2124793727530479
DHX30,30,6,6.19094237246575e-05,0.00025992611839443846
DHX34,126,24,2.287583850393892e-19,1.7315995093354573e-18
DHX37,34,15,0.012192530397380595,0.026072536167999684
DHX38,16,12,0.5694645829757363,0.6610666388752886
DHX40,31,26,0.6836697268373275,0.755507870319572
DHX57,20,7,0.01853516742298712,0.037601127159046406
DHX8,20,11,0.14714662553723037,0.21853718575139694
DIAPH1,23,9,0.019296343833463993,0.038618402410842516
DIAPH2,9,15,0.2165098649076213,0.3034856403941251
DIAPH3,2,2,1.0,1.0
DICER1,11,5,0.20868039692590767,0.293085401761272
DIDO1,177,45,1.3006819788223518e-22,1.3555615515582289e-21
DIEXF,49,25,0.007881566332915077,0.017711411519933957
DIMT1,24,9,0.01293946193370139,0.027239254180029083
DIO1,40,13,0.00033905338421234105,0.0010981030243909723
DIO2,9,3,0.14505090281306568,0.21580884272306522
DIO3OS,10,4,0.17837098217268166,0.2582201089521239
DIP2B,39,8,4.513809079221147e-06,2.4776456415110812e-05
DIP2C,15,63,2.6307022746414548e-09,1.791740896170765e-08
DIRAS1,184,47,1.344583391186522e-23,1.675763765048895e-22
DIRAS2,41,22,0.026828199805477508,0.0511107325483523
DIRAS3,46,14,4.8295059265735004e-05,0.00021522112761210928
DIRC1,15,5,0.0406082412561299,0.07194226344043397
DIRC3,15,8,0.2079835180872558,0.293085401761272
DIS3,3,2,1.0,1.0
DIS3L,9,7,0.803005578017028,0.8612725161162496
DIS3L2,16,5,0.025995852861648277,0.0497205448645229
DISC1,50,25,0.005753026582275178,0.013653437612611983
DISC1FP1,7,39,4.5881869089305615e-07,2.731089615470439e-06
DISP1,46,25,0.01943433244026111,0.03883246468704648
DISP2,9,4,0.2656173167521872,0.3565782482331588
DKFZP434E1119,10,31,0.0006384525315870835,0.001908115446641755
DKFZP434H0512,43,24,0.03168325689176508,0.05898340795841427
DKFZP434O1614,11,5,0.20868039692590767,0.293085401761272
DKFZP667F0711,16,59,6.150245956783621e-08,3.794757345068875e-07
DKFZP761J1410,182,48,1.2356494088932932e-22,1.296784264343779e-21
DKFZP779J2370,14,17,0.5856429304906156,0.6755653683161583
DKK1,2,4,0.44181760853660845,0.5398179532140471
DKK2,11,5,0.20868039692590767,0.293085401761272
DKK3,9,14,0.29396202526586646,0.38985532457106875
DKK4,24,27,0.5689957525061373,0.6610666388752886
DKKL1,129,26,6.3045481541317535e-19,4.654951041236513e-18
DLAT,9,37,1.3167666875028694e-05,6.733129762655122e-05
DLC1,23,29,0.32271924392494983,0.4231727586889808
DLD,429,156,2.3915600398663075e-58,6.356893571453488e-57
DLEC1,29,7,0.00028345926172180407,0.0009397331550856631
DLEU1,2,1,1.0,1.0
DLEU2L,44,13,5.6015785800307776e-05,0.0002452609536877616
DLG1,43,11,1.7244883465093664e-05,8.572779208168707e-05
DLG2,10,38,2.0761110076309016e-05,0.00010169287381800678
DLG4,9,7,0.803005578017028,0.8612725161162496
DLG5,2,1,1.0,1.0
DLGAP1,33,14,0.010490851367756869,0.02289328768395418
DLGAP2,25,30,0.4087182929172062,0.5099810005841311
DLGAP3,44,13,5.6015785800307776e-05,0.0002452609536877616
DLGAP4,182,41,8.222213949832562e-26,1.3936931049501739e-24
DLGAP5,6,6,1.0,1.0
DLK1,11,4,0.11739401838838379,0.18121321494056405
DLL1,14,0,0.00011771435092928058,0.00044653551964029696
DLL3,155,33,1.9008021373810237e-22,1.9197206791653137e-21
DLST,8,3,0.22555444649456768,0.3137331367468202
DLX1,17,6,0.03388878722533728,0.06171166611866033
DLX4,25,16,0.207361739400897,0.293085401761272
DMAP1,43,14,0.00018491556819071815,0.0006473338002536609
DMBT1,0,1,0.48847926267281105,0.585753877900054
DMC1,16,9,0.22723874874760935,0.3152292193507849
DMD,13,14,0.8462497357018897,0.8924217773169707
DMGDH,23,11,0.055963455708658336,0.09530096131450627
DMKN,163,30,3.0424325839798717e-26,5.350263764193175e-25
DMPK,130,24,3.262900395596739e-20,2.592711012755123e-19
DMRT1,21,12,0.16004329865862954,0.23617276793311373
DMRT2,21,12,0.16004329865862954,0.23617276793311373
DMRTA1,11,9,0.8231147798009446,0.8749672822091298
DMRTA2,41,13,0.00021817971695038533,0.0007510022895165911
DMRTC2,144,31,1.7884224871606145e-20,1.4455612977490908e-19
DMTF1,435,132,9.504603027298275e-73,3.717190840207435e-71
DMWD,130,24,3.262900395596739e-20,2.592711012755123e-19
DMXL1,21,8,0.023330296249741006,0.04500835768642254
DMXL2,8,6,0.7899543642007077,0.8536145230656375
DNA2,2,1,1.0,1.0
DNAAF1,18,11,0.2622119360067914,0.3561131176478561
DNAAF3,143,27,3.2157008027908244e-22,3.101695225196699e-21
DNAH1,36,5,6.398531889334231e-07,3.769837266144429e-06
DNAH10,33,16,0.02734443431683087,0.052067796953235206
DNAH10OS,32,15,0.024291938589362093,0.0466696090232877
DNAH11,422,104,3.0151453259482094e-81,1.9602360391813944e-79
DNAH12,30,5,1.9686386736206496e-05,9.658613394457666e-05
DNAH14,46,25,0.01943433244026111,0.03883246468704648
DNAH17,35,26,0.35694060821460116,0.459447706252478
DNAH2,8,7,1.0,1.0
DNAH3,14,7,0.18742643540703754,0.26771639784505324
DNAH5,32,11,0.0017493898903887155,0.004761206483120285
DNAH6,22,6,0.0035374478575069474,0.0089061847316076
DNAH7,16,5,0.025995852861648277,0.0497205448645229
DNAH8,14,8,0.28419329805725324,0.3784707768221893
DNAH9,11,7,0.479117078642087,0.5763681742267593
DNAI1,33,12,0.002246748213654565,0.005941479956447307
DNAJA1,32,9,0.00038673325836441,0.0012247912429600822
DNAJA3,23,10,0.03391717220291799,0.06171166611866033
DNAJA4,9,9,1.0,1.0
DNAJB1,180,48,4.1213101695719515e-22,3.904973888115556e-21
DNAJB11,51,8,9.485697248822851e-09,6.156274904184164e-08
DNAJB12,3,1,0.6247067078323906,0.7081706928009391
DNAJB13,9,32,0.00017057368817659498,0.0006105032925597393
DNAJB3,15,7,0.13213108532119988,0.20021638980463927
DNAJB5,34,13,0.004123594272487196,0.010172164714883823
DNAJB6,433,157,8.518043324039538e-60,2.6376077245448612e-58
DNAJB8,28,5,5.949475379404536e-05,0.00025311394121217375
DNAJC1,13,57,8.917452689513896e-09,5.8404842778508374e-08
DNAJC10,16,5,0.025995852861648277,0.0497205448645229
DNAJC11,36,10,0.00013590098462007186,0.000507323138708486
DNAJC12,1,1,1.0,1.0
DNAJC13,29,5,3.430961624841727e-05,0.00015839588589570567
DNAJC14,33,11,0.0011411924436266485,0.0032172757871944823
DNAJC16,43,12,4.0276705776502825e-05,0.00018219143594925286
DNAJC17,10,5,0.30032490974127724,0.3964383839759604
DNAJC19,60,13,1.8391528218245912e-08,1.1768383927636008e-07
DNAJC21,27,12,0.02264854678278911,0.04387151755242188
DNAJC22,35,9,9.217119426116123e-05,0.0003692256589528192
DNAJC24,14,13,1.0,1.0
DNAJC25,44,22,0.010720292644434944,0.023283161953277422
DNAJC27,21,7,0.012068953457068876,0.02585982922218011
DNAJC28,34,14,0.0072536103556394655,0.016464085385131784
DNAJC3,7,11,0.34632995228602165,0.4467602837512002
DNAJC30,435,112,8.035272232412135e-84,1.2715937713227733e-81
DNAJC5B,30,36,0.37476857424204213,0.47660889558531533
DNAJC6,46,13,2.1981625686934106e-05,0.00010607970905089216
DNAJC7,17,11,0.342272640589673,0.4428376885749394
