Gene,GBM_gain,LGG_gain,pval,FDR
NRIP1,41,17,0.002708453948169871,0.007036077044389401
NRIP3,8,15,0.14033997521190156,0.21065724615015868
NRK,6,12,0.15580803061671816,0.2304209752636015
NRL,4,10,0.10907873374700766,0.17140780824657958
NRN1,14,9,0.40274184467724955,0.5028162792720038
NRON,44,27,0.06564076491219974,0.10898761829203048
NRP1,6,46,1.6589441531283422e-09,1.1334860460273632e-08
NRP2,15,7,0.13213108532119988,0.20021638980463927
NRROS,38,10,8.358208783225006e-05,0.0003431481123741748
NRSN1,13,9,0.5216605164082674,0.6141656973517843
NRTN,175,45,4.382294479617163e-22,4.1210581399430525e-21
NRXN1,22,7,0.007778918107479492,0.0175200648077575
NRXN2,5,24,0.0002146403973872854,0.0007458282017497113
NRXN3,8,3,0.22555444649456768,0.3137331367468202
NSA2,23,8,0.010210002752726606,0.02235838748038031
NSD1,33,10,0.0005438448725379064,0.0016506593160416894
NSF,21,13,0.2263790844605087,0.31482184372885635
NSFL1C,177,41,2.0118663024916888e-24,2.910810031870923e-23
NSG1,11,10,1.0,1.0
NSG2,30,10,0.002048710493951572,0.005470756436373526
NSL1,46,25,0.01943433244026111,0.03883246468704648
NSMAF,28,33,0.430509628070317,0.5303415301747207
NSMCE1,16,6,0.05147633813886318,0.08805919195460157
NSMCE2,39,84,5.38656060889085e-06,2.927809164832529e-05
NSUN2,29,11,0.006019527095492665,0.014211799704466097
NSUN3,31,6,3.630786952340526e-05,0.00016483421538769654
NSUN4,43,14,0.00018491556819071815,0.0006473338002536609
NSUN6,13,58,5.084101992010676e-09,3.385944288958596e-08
NSUN7,12,7,0.3574807862272077,0.459447706252478
NT5C1B,23,9,0.019296343833463993,0.038618402410842516
NT5C2,1,3,0.36316015387059114,0.4646395630285004
NT5C3A,429,107,2.2949409788303466e-83,2.9969933582673167e-81
NT5C3AP1,11,3,0.05670376906265473,0.09579133548193697
NT5DC1,10,2,0.03813288169940386,0.0682981058272686
NT5DC2,32,6,2.1182863921844346e-05,0.00010348869563378607
NT5DC3,28,11,0.008939238903009178,0.019843334962716504
NT5DC4,17,6,0.03388878722533728,0.06171166611866033
NT5E,13,2,0.007222109257812128,0.016433581338457962
NT5M,12,7,0.3574807862272077,0.459447706252478
NTF3,53,57,0.5466464557335327,0.6392226483069526
NTM,10,51,9.341052061183045e-09,6.072896963413288e-08
NTN1,10,7,0.6278994251432753,0.7094871391770152
NTN4,29,7,0.00028345926172180407,0.0009397331550856631
NTN5,127,24,1.2384849961013726e-19,9.499268473672325e-19
NTNG1,46,15,0.00010086803264047187,0.0003977460970464832
NTNG2,43,28,0.11094945351143418,0.17409245562999878
NTPCR,51,24,0.0026458295733944506,0.006908043903553175
NTRK1,59,33,0.011824411236977637,0.025514225281168125
NTRK2,44,23,0.0161982394488826,0.03315594385216286
NTRK3,10,11,0.8271915198311403,0.8782440611399126
NTS,31,8,0.0002640540698855334,0.0008839866298575435
NTSR1,176,45,2.3903890135738236e-22,2.3602144777022803e-21
NTSR2,24,11,0.03958998082085573,0.07044577392981177
NUAK1,28,9,0.0023839772751895276,0.006274547970346359
NUAK2,74,27,3.0829530969976863e-06,1.733425294298437e-05
NUB1,436,163,2.531762042869863e-58,6.694014499968241e-57
NUBP1,17,9,0.16647170218451413,0.2446254426034279
NUBP2,16,8,0.1496700762761138,0.2218461513536002
NUBPL,8,7,1.0,1.0
NUCB2,6,17,0.01909787301443354,0.038618402410842516
NUCKS1,55,25,0.0010816209864474863,0.0030724009787154055
NUDCD1,36,77,1.591015758356635e-05,7.972373434390835e-05
NUDCD2,23,9,0.019296343833463993,0.038618402410842516
NUDCD3,417,109,8.26443321956443e-76,3.496204453279398e-74
NUDT10,5,9,0.28915257733996946,0.38429145190191694
NUDT12,23,9,0.019296343833463993,0.038618402410842516
NUDT13,2,1,1.0,1.0
NUDT16P,29,5,3.430961624841727e-05,0.00015839588589570567
NUDT18,26,26,0.8877987675296638,0.9349247521744962
NUDT19,164,29,4.3334471563573254e-27,8.237937897996749e-26
NUDT2,32,11,0.0017493898903887155,0.004761206483120285
NUDT21,17,13,0.5824445323192672,0.6727026060425098
NUDT6,12,5,0.14213395782907973,0.2124793727530479
NUDT7,17,11,0.342272640589673,0.4428376885749394
NUFIP1,2,5,0.277102022175692,0.3703406753612657
NUFIP2,20,9,0.059968271422319905,0.10084016350021278
NUGGC,23,27,0.4724778655368175,0.5715402806791723
NUMB,9,4,0.2656173167521872,0.3565782482331588
NUMBL,142,30,1.9932860750796773e-20,1.606826101746999e-19
NUP107,67,15,3.4063436617575564e-09,2.2929838239477802e-08
NUP133,49,24,0.005132844054450176,0.01228642843636161
NUP153,13,9,0.5216605164082674,0.6141656973517843
NUP155,27,11,0.013157487481403005,0.027597646228451164
NUP160,7,13,0.17729540650903228,0.2582201089521239
NUP188,45,28,0.06932577561567117,0.11464976304329366
NUP205,435,163,7.722558579898207e-58,1.9233397139786282e-56
NUP210,29,12,0.01085368587957461,0.0234735965638611
NUP210L,59,27,0.0007159200661124218,0.002118559123719478
NUP214,47,29,0.05731482472835278,0.09670307131450422
NUP35,15,5,0.0406082412561299,0.07194226344043397
NUP43,11,1,0.006234091590507687,0.01442137823571233
NUP50,12,9,0.6623100341654395,0.7416726637160965
NUP54,9,4,0.2656173167521872,0.3565782482331588
NUP62CL,4,12,0.043305725395777483,0.07569429515756358
NUP85,40,29,0.2639482545327228,0.3565782482331588
NUP93,18,13,0.4704302688108405,0.569705812192662
NUP98,9,14,0.29396202526586646,0.38985532457106875
NUPL1,8,5,0.5800722812261874,0.6703751842597062
NUPL2,422,105,1.1114445268444103e-80,6.597499566857452e-79
NUPR1L,432,110,2.6577260149882728e-83,3.16772421791733e-81
NUS1,11,2,0.022132997223854867,0.04297018482160886
NUSAP1,11,6,0.3306822019367589,0.43112989918276284
NUTM1,8,4,0.38656153385757197,0.486824412198995
NUTM2F,42,23,0.02922670890519237,0.05470855220468391
NVL,47,24,0.009692196866217626,0.021370931219623596
NWD1,178,47,5.162432934071453e-22,4.7916821881263956e-21
NXF1,3,23,2.9644154065461258e-05,0.00014052901065501804
NXF2B,8,14,0.19751192771669848,0.28125938650811994
NXF3,7,14,0.1233006032899853,0.18858625727762493
NXF5,7,14,0.1233006032899853,0.18858625727762493
NXNL1,176,47,1.7075333770613486e-21,1.4537265451648148e-20
NXNL2,41,23,0.03879432397539926,0.06912828161634386
NXPE1,9,41,1.537947458257234e-06,8.88683914124938e-06
NXPE2,9,39,4.545096173927403e-06,2.492086686383415e-05
NXPH1,423,103,2.310744782523421e-82,1.8963259641495485e-80
NXPH2,16,7,0.0916764545126367,0.1460792566441144
NXPH3,25,15,0.15064268473772713,0.2232657494711523
NXPH4,45,17,0.0005748828227202802,0.0017388902782705274
NXT1,175,42,2.0478827333554446e-23,2.462378133669501e-22
NXT2,4,13,0.026652121556325212,0.050917384751671804
NYAP1,431,152,4.259721605931774e-61,1.3640191701041233e-59
NYAP2,14,7,0.18742643540703754,0.26771639784505324
NYNRIN,6,10,0.3194842263287239,0.4190039394816851
NYX,8,8,1.0,1.0
OACYLP,34,10,0.00034472901550832563,0.0011112127827654077
OAF,10,55,8.757692191312729e-10,6.074966343147094e-09
OARD1,11,7,0.479117078642087,0.5763681742267593
OAS1,30,10,0.002048710493951572,0.005470756436373526
OAS2,31,11,0.002661916526948237,0.006925963687059705
OASL,29,18,0.178908789149844,0.25864961450253726
OAT,0,1,0.48847926267281105,0.585753877900054
OAZ2,9,10,0.8190406480497187,0.8741012260098546
OBFC1,0,3,0.11621922824025462,0.18045702747230602
OBP2B,42,28,0.1386587353301526,0.20844613485367686
OBSCN,48,26,0.01584948374502603,0.03264228563944061
OC90,41,82,3.264476792337635e-05,0.00015416953606077547
OCA2,8,4,0.38656153385757197,0.486824412198995
OCRL,3,10,0.05119405423297825,0.08805919195460157
OCSTAMP,174,42,3.813005451267126e-23,4.418496594685934e-22
ODF1,35,73,4.2996898596741524e-05,0.00019327369743366184
ODF2,46,29,0.07301751898798065,0.11997561270913493
ODF2L,44,15,0.00024008643273707342,0.0008171579234592269
ODF3L1,9,7,0.803005578017028,0.8612725161162496
ODF3L2,189,55,2.184522615345509e-21,1.8472500358816922e-20
OFCC1,13,7,0.26129788031550283,0.3561131176478561
OFD1,9,13,0.3917983896250007,0.49140038545083187
OGDH,417,109,8.26443321956443e-76,3.496204453279398e-74
OGDHL,1,3,0.36316015387059114,0.4646395630285004
OGFOD1,18,14,0.5943018773230132,0.6843973310050618
OGFOD3,29,27,1.0,1.0
OGFRL1,14,1,0.0009464188494314856,0.0027307047609533243
OGG1,33,14,0.010490851367756869,0.02289328768395418
OIP5,12,6,0.23622364403336843,0.3260967631301707
OIT3,2,1,1.0,1.0
OLA1,17,5,0.01644067088269268,0.03358808261682474
OLAH,15,57,6.820211019120262e-08,4.182357251333119e-07
OLFM1,43,28,0.11094945351143418,0.17409245562999878
OLFM2,183,49,1.7985710726070083e-22,1.828770505647397e-21
OLFM3,46,15,0.00010086803264047187,0.0003977460970464832
OLFM4,1,2,0.6161934384448456,0.7006885029578778
OLFML1,6,14,0.07045759248002104,0.11595968480711846
OLFML2A,41,27,0.13319092263544952,0.20099088385642894
OLFML2B,53,26,0.0033903771598904108,0.008553113419659699
OLIG2,35,15,0.008523236228017662,0.019116183045455384
OLIG3,12,2,0.01270460490418217,0.02696025949569137
OLR1,44,41,0.9106382647232043,0.955492591323488
OMA1,41,13,0.00021817971695038533,0.0007510022895165911
OMG,14,7,0.18742643540703754,0.26771639784505324
OMP,10,31,0.0006384525315870835,0.001908115446641755
ONECUT1,9,7,0.803005578017028,0.8612725161162496
ONECUT2,33,10,0.0005438448725379064,0.0016506593160416894
OPA1,41,8,1.5531331473888865e-06,8.964240433315256e-06
OPA3,134,24,2.5668377533354346e-21,2.1499592515109627e-20
OPALIN,1,2,0.6161934384448456,0.7006885029578778
OPCML,11,53,9.398959737157573e-09,6.105258535148461e-08
OPHN1,7,20,0.010187980270921205,0.02235838748038031
OPN1LW,10,13,0.5298636452330138,0.6227981704711122
OPN3,51,26,0.006410260448507094,0.014785638368250583
OPN4,2,3,0.680022832919075,0.7531403322108161
OPN5,11,6,0.3306822019367589,0.43112989918276284
OPRD1,43,13,8.866350995290862e-05,0.0003584249239496048
OPRK1,28,32,0.5081456742789437,0.6035536014173661
OPRM1,12,3,0.03463458748966235,0.06271181079528534
OPTC,73,31,4.8442346246726584e-05,0.00021581345474142385
OPTN,16,57,1.740433399906499e-07,1.0501337404498112e-06
OR10A2,7,14,0.1233006032899853,0.18858625727762493
OR10A4,7,14,0.1233006032899853,0.18858625727762493
OR10A5,7,14,0.1233006032899853,0.18858625727762493
OR10A6,6,14,0.07045759248002104,0.11595968480711846
OR10A7,37,10,8.456282189775842e-05,0.0003463224595747303
OR10AB1P,6,14,0.07045759248002104,0.11595968480711846
OR10AG1,6,20,0.004632053574129008,0.011311248874190154
OR10G2,4,9,0.16844137442837442,0.24739878348805155
OR10G3,4,9,0.16844137442837442,0.24739878348805155
OR10G7,9,54,4.4310640859231015e-10,3.1038115877981876e-09
OR10G9,9,54,4.4310640859231015e-10,3.1038115877981876e-09
OR10H3,179,48,7.498757286235427e-22,6.715345076009758e-21
OR10H4,179,48,7.498757286235427e-22,6.715345076009758e-21
OR10J3,52,27,0.0071038905598716645,0.016285487471859664
OR10J5,53,27,0.005214213350522526,0.01244549524763943
OR10K1,53,27,0.005214213350522526,0.01244549524763943
OR10P1,35,11,0.0004755234642096282,0.0014665083258870327
OR10Q1,4,21,0.0003673014703867487,0.0011761478640230686
OR10T2,53,27,0.005214213350522526,0.01244549524763943
OR10W1,4,20,0.0006472263749157859,0.0019304956700070056
OR10X1,54,26,0.002442180827673462,0.0064198620112025295
OR10Z1,53,27,0.005214213350522526,0.01244549524763943
OR11H4,7,9,0.6198639611490687,0.7039029843884094
OR11H6,7,9,0.6198639611490687,0.7039029843884094
OR13A1,4,4,1.0,1.0
OR13C2,43,23,0.021843137916567962,0.04297018482160886
OR13C4,42,23,0.02922670890519237,0.05470855220468391
OR13C8,42,23,0.02922670890519237,0.05470855220468391
OR13C9,43,23,0.021843137916567962,0.04297018482160886
OR13D1,43,23,0.021843137916567962,0.04297018482160886
OR13F1,42,23,0.02922670890519237,0.05470855220468391
OR13J1,35,14,0.004972726694489867,0.01198145507746652
OR14J1,11,8,0.6463669807125458,0.7272354896869203
OR1A1,8,6,0.7899543642007077,0.8536145230656375
OR1A2,8,6,0.7899543642007077,0.8536145230656375
OR1B1,40,24,0.07094319124528412,0.11664384126578464
OR1D2,9,6,0.6061644328763274,0.6945961737323886
OR1D4,8,6,0.7899543642007077,0.8536145230656375
OR1E1,8,6,0.7899543642007077,0.8536145230656375
OR1E2,8,6,0.7899543642007077,0.8536145230656375
OR1F1,19,9,0.08543739368362885,0.13817561687925245
OR1G1,8,6,0.7899543642007077,0.8536145230656375
OR1I1,177,47,9.400503717423133e-22,8.198418398853695e-21
OR1J1,41,24,0.05467673463241214,0.09332142296960627
OR1J2,40,24,0.07094319124528412,0.11664384126578464
OR1L1,39,24,0.09126514972216133,0.1460792566441144
OR1L4,39,24,0.09126514972216133,0.1460792566441144
OR1L6,40,24,0.07094319124528412,0.11664384126578464
OR1M1,181,47,8.424094433323936e-23,9.154345166400787e-22
OR1N2,40,24,0.07094319124528412,0.11664384126578464
OR1Q1,40,24,0.07094319124528412,0.11664384126578464
OR1S1,4,21,0.0003673014703867487,0.0011761478640230686
OR2A25,432,162,4.115828460042022e-57,9.658048720767357e-56
OR2A4,11,2,0.022132997223854867,0.04297018482160886
OR2A5,431,162,1.200913345893948e-56,2.6640054104335764e-55
OR2AG2,7,14,0.1233006032899853,0.18858625727762493
OR2AP1,36,11,0.0004708648962629411,0.0014580307241395568
OR2AT4,7,32,2.3806455585384622e-05,0.0001141524105942868
OR2B3,11,8,0.6463669807125458,0.7272354896869203
OR2C3,49,24,0.005132844054450176,0.01228642843636161
OR2F1,430,162,3.4825180836998094e-56,7.38707013855985e-55
OR2F2,430,163,9.408297280684519e-56,1.9515719414546974e-54
OR2G2,49,24,0.005132844054450176,0.01228642843636161
OR2G3,49,24,0.005132844054450176,0.01228642843636161
OR2K2,43,22,0.01466769136654186,0.030416927498305112
OR2S2,35,14,0.004972726694489867,0.01198145507746652
OR2W5,49,24,0.005132844054450176,0.01228642843636161
OR2Y1,30,12,0.0074123580364592045,0.016769929646210355
OR2Z1,182,46,1.6697058665839512e-23,2.0571370963449778e-22
OR3A3,8,6,0.7899543642007077,0.8536145230656375
OR4A47,5,13,0.05670170542122892,0.09579133548193697
OR4B1,5,14,0.03613263584113752,0.06521330670138244
OR4C12,5,15,0.022701026879916944,0.043950499121128354
OR4C13,5,15,0.022701026879916944,0.043950499121128354
OR4D1,35,26,0.35694060821460116,0.459447706252478
OR4D11,4,21,0.0003673014703867487,0.0011761478640230686
OR4D9,4,20,0.0006472263749157859,0.0019304956700070056
OR4L1,8,9,0.8095986768506749,0.8676004658872153
OR4N5,8,9,0.8095986768506749,0.8676004658872153
OR4S1,5,13,0.05670170542122892,0.09579133548193697
OR51A7,6,13,0.10567862601598094,0.1666402357736247
OR51B4,6,13,0.10567862601598094,0.1666402357736247
OR51B6,6,13,0.10567862601598094,0.1666402357736247
OR51D1,6,13,0.10567862601598094,0.1666402357736247
OR51E1,6,13,0.10567862601598094,0.1666402357736247
OR51E2,5,13,0.05670170542122892,0.09579133548193697
OR51F1,5,13,0.05670170542122892,0.09579133548193697
OR51I2,6,14,0.07045759248002104,0.11595968480711846
OR51L1,6,13,0.10567862601598094,0.1666402357736247
OR51M1,6,13,0.10567862601598094,0.1666402357736247
OR51Q1,6,13,0.10567862601598094,0.1666402357736247
OR51V1,6,13,0.10567862601598094,0.1666402357736247
OR52A1,5,13,0.05670170542122892,0.09579133548193697
OR52A4,5,13,0.05670170542122892,0.09579133548193697
OR52B2,6,14,0.07045759248002104,0.11595968480711846
OR52B4,5,14,0.03613263584113752,0.06521330670138244
OR52D1,7,13,0.17729540650903228,0.2582201089521239
OR52E4,5,13,0.05670170542122892,0.09579133548193697
OR52E6,5,13,0.05670170542122892,0.09579133548193697
OR52H1,6,13,0.10567862601598094,0.1666402357736247
OR52K1,6,13,0.10567862601598094,0.1666402357736247
OR52K2,6,13,0.10567862601598094,0.1666402357736247
OR52L1,6,13,0.10567862601598094,0.1666402357736247
OR52M1,5,13,0.05670170542122892,0.09579133548193697
OR52N1,5,13,0.05670170542122892,0.09579133548193697
OR52R1,6,13,0.10567862601598094,0.1666402357736247
OR52W1,6,14,0.07045759248002104,0.11595968480711846
OR56A1,6,14,0.07045759248002104,0.11595968480711846
OR56A3,5,13,0.05670170542122892,0.09579133548193697
OR5A1,4,21,0.0003673014703867487,0.0011761478640230686
OR5A2,4,21,0.0003673014703867487,0.0011761478640230686
OR5AC1,28,5,5.949475379404536e-05,0.00025311394121217375
OR5AK2,5,21,0.001099366388129393,0.003118493297686378
OR5AN1,4,21,0.0003673014703867487,0.0011761478640230686
OR5AU1,8,10,0.6386653541581911,0.7210009989286412
OR5B2,4,20,0.0006472263749157859,0.0019304956700070056
OR5B21,4,20,0.0006472263749157859,0.0019304956700070056
OR5B3,4,20,0.0006472263749157859,0.0019304956700070056
OR5C1,39,24,0.09126514972216133,0.1460792566441144
