Gene,GBM_loss,LGG_loss,pval,FDR,freq_diff
MCM5,150,47,3.792400026102947e-15,2.479087606271474e-14,0.18159102498725144
MCMBP,472,133,8.138552046901664e-94,2.0721581160772338e-92,0.5995070542240353
MCOLN2,17,178,1.3346232349190734e-43,1.6103381714822746e-42,0.3052184259731429
MCOLN3,17,178,1.3346232349190734e-43,1.6103381714822746e-42,0.3052184259731429
MCU,462,90,1.7905425882639297e-114,1.681095672556297e-111,0.6626211116777155
MDGA2,129,62,6.417074563943799e-07,2.8536795174530415e-06,0.11545130035696075
MDS2,40,185,7.713863121976716e-31,5.976155328433947e-30,0.2769845317015128
MEAF6,8,174,1.163847277742593e-50,2.1399404903609833e-49,0.3138874723780384
MECR,22,176,6.101732219890513e-39,5.790285622690795e-38,0.29243583205847357
MED18,28,178,2.0710221150851905e-35,1.7216875601997637e-34,0.28539860615332313
MED25,64,242,3.776551826064606e-37,3.3351770447467675e-36,0.34128845826959037
MEDAG,153,80,6.337065326299053e-07,2.8214402884310722e-06,0.1247322794492606
MEGF6,63,191,2.492275772243364e-22,1.8534141906257333e-21,0.2468638449770525
MEGF8,47,232,1.4259269441134318e-42,1.576179143081087e-41,0.3530511643719191
MEI1,160,53,2.3831658290642197e-15,1.5681085012791376e-14,0.18828828828828828
MEIS2,108,49,1.7133316279106259e-06,7.117717841391986e-06,0.10214176440591537
MEIS3,65,240,5.107915953867077e-36,4.2986618184308813e-35,0.33571307156212815
MELK,144,50,7.992282443629744e-13,4.910432182748712e-12,0.16511983681795003
METTL10,471,135,4.9932271395984714e-92,1.1963039567950278e-90,0.5939316675165731
METTL17,142,52,8.546833342011661e-12,5.0487821653047255e-11,0.15774264830868603
METTL21C,130,68,6.693062182910327e-06,2.483774212245033e-05,0.1059323474417814
MFN2,45,188,3.72814818533466e-29,2.8442987323563868e-28,0.27363590005099436
MFNG,154,46,1.9423283598605622e-16,1.3286728880612643e-15,0.19068502464728881
MFSD2A,7,173,1.89401967236599e-51,3.615243140823621e-50,0.31380248172701003
MGAT3,153,47,7.705385604723764e-16,5.165118364755037e-15,0.18699643039265684
MGMT,471,135,4.9932271395984714e-92,1.1963039567950278e-90,0.5939316675165731
MIA2,144,55,2.5089552542759e-11,1.441833428834452e-10,0.1556858745537991
MIAT,146,37,2.8944200179069265e-18,2.0403555846549906e-17,0.19325174230834608
MICAL3,136,35,1.228343244313956e-16,8.472071724556588e-16,0.17900730919598845
MICALL1,151,45,4.2481089632299767e-16,2.8732594707627514e-15,0.1871664116947136
MICU1,460,89,8.198379656653649e-114,3.3096618561234632e-111,0.660904300526942
MICU2,144,79,8.422943738858823e-06,3.076019445379022e-05,0.11040285568587457
MIER1,9,176,2.7553420287876724e-50,5.02925248559519e-49,0.31585925548189697
MIMT1,55,255,2.3068029223782576e-46,3.451473456171931e-45,0.38203297637259903
MINOS1,36,182,4.192468878564736e-32,3.31469828914734e-31,0.27853136155022945
MINPP1,465,104,6.365984987765353e-107,5.1138944645032686e-105,0.6416114227434981
MIPEPP3,144,79,8.422943738858823e-06,3.076019445379022e-05,0.11040285568587457
MIPOL1,144,53,6.5876857118393845e-12,3.908381309765057e-11,0.15945945945945947
MIR107,464,104,3.043174729375305e-106,1.97045563727051e-104,0.6398096209416964
MIR1256,36,184,9.733956738962499e-33,7.76545396349945e-32,0.2823049464558898
MIR125A,66,248,3.8240920050237555e-38,3.5070518986243504e-37,0.3490056093829679
MIR1262,8,176,2.0090390962311685e-51,3.7724731629480765e-50,0.31766105728369876
MIR1265,422,77,1.528468361956869e-98,4.705051584695918e-97,0.6150773414924359
MIR1267,130,63,7.174216743870771e-07,3.1725370599477985e-06,0.11536630970593234
MIR1273D,76,193,3.263403349341571e-18,2.2950770184367547e-17,0.22721400645928946
MIR1281,156,51,3.971816685706175e-15,2.5896106880502677e-14,0.18485466598674147
MIR1287,464,105,1.3292126869129758e-105,7.260884721020626e-104,0.6379228284888663
MIR1296,452,84,5.9846603790301375e-112,1.0576655083975379e-109,0.6559238483766786
MIR137HG,16,178,1.8678493670548005e-44,2.474323914629384e-43,0.30702022777494475
MIR17HG,156,78,8.868382905814536e-08,4.283628553413053e-07,0.13391126976032638
MIR202,466,135,8.460861531470454e-89,1.9112640891090098e-87,0.5849226585075642
MIR2110,467,127,6.356150192492389e-94,1.6349672635551483e-92,0.6018187999320075
MIR2276,150,83,5.898917573927916e-06,2.2048653843131414e-05,0.11366649668536463
MIR2681,136,68,8.537648648453698e-07,3.7077929458534675e-06,0.11674315825259221
MIR31,367,153,2.3212803577449124e-35,1.9254706534535656e-34,0.3725820159782424
MIR3115,38,183,2.6461169002592426e-31,2.0649334065295762e-30,0.276814550399456
MIR3117,8,176,2.0090390962311685e-51,3.7724731629480765e-50,0.31766105728369876
MIR3152,277,131,8.972145755130735e-18,6.286360705856991e-17,0.2519292877783444
MIR3169,187,98,1.3053988284904907e-08,6.647356339520051e-08,0.15203127655957846
MIR31HG,370,153,3.8587548165592605e-36,3.265702245315674e-35,0.37798742138364777
MIR3200,156,40,2.7154856207851403e-19,1.9499055925159837e-18,0.20560938296787357
MIR3201,171,58,3.8400256322418975e-16,2.603107628498997e-15,0.19867414584395718
MIR320D1,179,88,2.513520812668887e-09,1.30786663137901e-08,0.1564847866734659
MIR346,462,102,3.580429300827042e-106,2.2790342778399925e-104,0.6399796022437532
MIR34A,94,199,1.8531421890406862e-14,1.1745950195683203e-13,0.20610232874383821
MIR3605,17,175,1.6043821417062692e-42,1.7591991629716478e-41,0.29955804861465235
MIR3619,166,61,4.416250590466929e-14,2.787433460924126e-13,0.18400475947645759
MIR3671,7,175,3.2203795423770618e-52,6.250199158344731e-51,0.3175760666326704
MIR378C,469,135,1.0017575804337028e-90,2.2904722029338026e-89,0.5903280639129695
MIR378F,40,184,1.5677358325001957e-30,1.2089593262740214e-29,0.27509773924868264
MIR378G,19,176,3.009839280578744e-41,3.063265966995521e-40,0.29784123746387897
MIR3909,152,45,2.465860942762581e-16,1.680678905725022e-15,0.18896821349651538
MIR3924,449,83,1.1658685480558955e-110,1.7871099315199657e-108,0.6524052354241033
MIR3928,157,40,1.5060047292638499e-19,1.0881771545455292e-18,0.20741118476967535
MIR3941,470,132,4.620835993927015e-93,1.1305244022926973e-91,0.597790243073262
MIR3942,107,48,1.4923876843387375e-06,6.223944418138955e-06,0.10222675505694374
MIR4252,97,201,4.3812390572263963e-14,2.76649739880853e-13,0.20447050824409319
MIR4253,38,184,1.2892527234952263e-31,1.0129264860013226e-30,0.2787013428522862
MIR4254,17,174,3.660359859809848e-42,3.894187380599401e-41,0.29767125616182216
MIR4255,10,174,1.9247735818717013e-48,3.234222454907908e-47,0.3102838687744348
MIR4293,422,77,1.528468361956869e-98,4.705051584695918e-97,0.6150773414924359
MIR4294,440,82,6.830207484939092e-106,4.0079444077638686e-104,0.6380758116607174
MIR4295,468,126,3.7117893476137735e-95,9.903818753082434e-94,0.6055073941866396
MIR4296,470,135,2.2459959104989138e-91,5.230907064730959e-90,0.5921298657147713
MIR4297,469,135,1.0017575804337028e-90,2.2904722029338026e-89,0.5903280639129695
MIR4305,178,87,1.5977686839288695e-09,8.421642515782273e-09,0.1565697773244943
MIR4307,145,54,8.115008923425979e-12,4.801247107038403e-11,0.15937446880843106
MIR4323,48,229,5.807380209883758e-41,5.851003723197439e-40,0.34558898521162673
MIR4324,61,239,1.2241215400962563e-37,1.0906734149066407e-36,0.3410334863165052
MIR4417,95,201,1.302476109067628e-14,8.290591572209282e-14,0.20807411184769678
MIR4418,41,184,5.3018767630288105e-30,4.0676605073656177e-29,0.27329593744688085
MIR4419A,39,183,9.266724337475654e-31,7.164422696734909e-30,0.27501274859765423
MIR4421,26,181,9.182552265237951e-38,8.279729899664136e-37,0.29466258711541726
MIR4422,7,175,3.2203795423770618e-52,6.250199158344731e-51,0.3175760666326704
MIR4423,17,177,3.0635368298340698e-43,3.548222841770809e-42,0.3033316335203127
MIR4425,30,182,1.1021227220445652e-35,9.202939149835163e-35,0.28934217236104026
MIR4453,31,85,2.177690925340004e-08,1.0948217229068787e-07,0.10452150263471018
MIR4473,322,144,5.169086876788563e-25,3.861264200055584e-24,0.308482066972633
MIR4474,324,143,7.337604621743017e-26,5.494790460011147e-25,0.31397246302906684
MIR4475,142,51,4.285307653556892e-12,2.5708423151650016e-11,0.15962944076151622
MIR4476,143,52,5.324953986211923e-12,3.1692337076416607e-11,0.15954445011048782
MIR4480,421,77,5.873196205157944e-98,1.7299441841937774e-96,0.6132755396906341
MIR4500,159,82,1.8503210623549022e-07,8.718796423681097e-07,0.13176950535441104
MIR4500HG,159,82,1.8503210623549022e-07,8.718796423681097e-07,0.13176950535441104
MIR4503,142,53,1.6810926679566325e-11,9.7428140656036e-11,0.15585585585585585
MIR4510,109,49,1.1769151347071651e-06,5.015494795339301e-06,0.10394356620771715
MIR4530,31,209,2.5190246041918347e-44,3.3106550834794174e-43,0.3384837667856536
MIR4534,150,45,7.298229573026697e-16,4.909718076399778e-15,0.1853646098929118
MIR4535,165,58,8.270202167548136e-15,5.304653158023402e-14,0.18786333503314637
MIR4540,145,52,2.0480195691305135e-12,1.243546886316838e-11,0.16314805371409144
MIR4632,44,188,1.1615897098821611e-29,8.898215513436932e-29,0.27543770185279615
MIR4665,214,122,3.146085574788783e-08,1.5659541916659078e-07,0.15539690634030257
MIR4667,146,50,2.979224260357176e-13,1.856238359149129e-12,0.1687234404215536
MIR4675,427,79,4.033743880818337e-100,1.3709253524355895e-98,0.6203127655957845
MIR4676,461,90,8.59251846550493e-114,3.3096618561234632e-111,0.6608193098759136
MIR4681,472,132,2.1959061940493218e-94,5.716967564472949e-93,0.6013938466768656
MIR4682,472,134,3.000641893161397e-93,7.450519424639752e-92,0.5976202617712052
MIR4684,39,184,4.542755426699989e-31,3.528504240945566e-30,0.2768995410504844
MIR4689,100,202,1.6063189768000002e-13,1.0062603698702921e-12,0.20095189529151797
MIR4695,29,181,9.846145149938402e-36,8.272303827873304e-35,0.28925718171001186
MIR4703,199,98,1.2277552801436706e-10,6.713993381258908e-10,0.17365289818120008
MIR4704,183,90,1.387592606951353e-09,7.329260246702963e-09,0.15991840897501278
MIR4705,136,68,8.537648648453698e-07,3.7077929458534675e-06,0.11674315825259221
MIR4711,6,176,7.792949885877687e-54,1.5841095153674506e-52,0.3212646608873024
MIR4749,62,242,3.918048329709426e-38,3.5692493637898725e-37,0.344892061873194
MIR4762,168,58,1.8044692565952823e-15,1.191504930662608e-14,0.19326874043855177
MIR4763,168,60,7.994196362269939e-15,5.1407884312508145e-14,0.1894951555328914
MIR4764,156,40,2.7154856207851403e-19,1.9499055925159837e-18,0.20560938296787357
MIR4766,156,50,1.7992854977823394e-15,1.1896508251622492e-14,0.18674145843957166
MIR491,329,144,6.186548295613593e-27,4.651367792627997e-26,0.3210946795852457
MIR5006,179,89,4.080137885092815e-09,2.099035318830968e-08,0.15459799422063572
MIR5007,203,98,2.3455959500715514e-11,1.3495037289151605e-10,0.18086010538840727
MIR5100,426,79,1.5705450218937492e-99,5.16252238925337e-98,0.6185109637939827
MIR5196,27,196,1.709773340111869e-42,1.8720273407551383e-41,0.3211626721060683
MIR548AS,154,77,1.1611989808234556e-07,5.535871497914932e-07,0.13219445860955295
MIR548E,465,119,1.389691414544812e-97,3.968810728002313e-96,0.6133095359510454
MIR548F1,446,83,1.0822064073036347e-108,1.3325331680750164e-106,0.646999830018698
MIR548J,144,37,9.097139096502996e-18,6.356149930589209e-17,0.1896481387047425
MIR548Q,422,77,1.528468361956869e-98,4.705051584695918e-97,0.6150773414924359
MIR548X2,182,90,2.0569463700842477e-09,1.0773866238286461e-08,0.15811660717321094
MIR551A,60,191,1.6422036924774846e-23,1.2242771150569119e-22,0.2522692503824579
MIR552,15,176,1.3405432295852986e-44,1.7884227704112219e-43,0.30504844467108616
MIR5580,129,69,1.4034422939163087e-05,4.936199985766984e-05,0.10224375318714943
MIR5584,3,173,9.903639137441096e-57,2.0983422725337114e-55,0.3210096889342172
MIR5697,74,196,1.3304419733628576e-19,9.697185504054754e-19,0.23647798742138362
MIR5699,424,83,1.1202199556266499e-95,3.0320620132294655e-94,0.6073601903790583
MIR603,432,76,3.2699557269460368e-105,1.6595025314251136e-103,0.6349821519632841
MIR604,430,76,5.3676212472517015e-104,2.290693362960655e-102,0.6313785483596804
MIR605,446,84,5.241389290494596e-108,5.789422788368369e-106,0.6451130375658678
MIR606,459,90,1.9312113668011571e-112,3.767617811959348e-110,0.6572157062723101
MIR607,465,105,2.7960131240366027e-106,1.8750763013070467e-104,0.6397246302906681
MIR608,464,107,2.487492698008067e-104,1.1055359559016917e-102,0.6341492435832059
MIR621,180,88,1.695406070148508e-09,8.917503496418377e-09,0.15828658847526775
MIR622,158,79,6.766354684280984e-08,3.2830807515267744e-07,0.13562808091109976
MIR623,137,68,5.981704614522179e-07,2.667176216068631e-06,0.11854496005439402
MIR624,141,55,9.806038725576594e-11,5.397812888809512e-10,0.15028046914839369
MIR641,35,213,4.8430216441787265e-43,5.5578205606457474e-42,0.3388237293897671
MIR643,66,250,8.330666827206624e-39,7.860758610445848e-38,0.35277919428862825
MIR648,134,35,3.7688564116336127e-16,2.5560162986708865e-15,0.17540370559238483
MIR658,150,45,7.298229573026697e-16,4.909718076399778e-15,0.1853646098929118
MIR759,200,98,8.154504366319306e-11,4.5101975180724817e-10,0.17545469998300187
MIR760,27,179,2.0782718262179855e-36,1.7768810115792018e-35,0.2890872004079551
MIR761,14,178,3.1081515563382683e-46,4.618264359971658e-45,0.3106238313785483
MIR769,62,243,1.8245854445552826e-38,1.6940001574851331e-37,0.3467788543260242
MIR873,245,107,2.0334685758620477e-17,1.4168258324025824e-16,0.23955464898861123
MIR935,58,253,5.563512522595015e-44,7.0054555837738744e-43,0.37285398606153325
MIR936,465,113,3.055399085487194e-101,1.087635191047124e-99,0.6246302906680266
MIR938,430,76,5.3676212472517015e-104,2.290693362960655e-102,0.6313785483596804
MIS18BP1,129,59,1.4549736926792394e-07,6.91883976303499e-07,0.12111167771545131
MKI67,470,134,6.185738500436496e-92,1.474954980215191e-90,0.5940166581676016
MKL1,155,50,3.037937037685892e-15,1.99283363231954e-14,0.18493965663776982
MKNK1,3,176,6.283805643786686e-58,1.3820692295895107e-56,0.3266700662927078
MKX,434,75,3.762395017089236e-107,3.446262069921616e-105,0.6404725480197179
MLANA,212,122,6.297528099248506e-08,3.060545684468168e-07,0.15179330273669894
MLLT10,429,78,5.338451679515575e-102,2.0353863230884e-100,0.6258031616522183
MLLT3,332,144,8.808814825821364e-28,6.646208755072253e-27,0.32650008499065103
MLNR,198,96,6.644749897465189e-11,3.7079284160372237e-10,0.17562468128505868
MMAA,29,81,3.3007592658265775e-08,1.6391406840081602e-07,0.10057793642699303
MMP21,470,135,2.2459959104989138e-91,5.230907064730959e-90,0.5921298657147713
MMRN2,463,103,3.3038954033141596e-106,2.1119624148334173e-104,0.6398946115927249
MMS19,462,104,6.802555145154992e-105,3.254394375494213e-103,0.6362060173380928
MN1,150,37,2.842766698753851e-19,2.0403268680688173e-18,0.20045894951555332
MND1,31,85,2.177690925340004e-08,1.0948217229068787e-07,0.10452150263471018
MOB3B,268,113,7.192846668554513e-21,5.325329849927348e-20,0.26967533571307156
MOB3C,3,176,6.283805643786686e-58,1.3820692295895107e-56,0.3266700662927078
MORC2,157,40,1.5060047292638499e-19,1.0881771545455292e-18,0.20741118476967535
MORN4,460,104,1.477764241058803e-103,6.1663817858848165e-102,0.6326024137344892
MOV10,12,178,4.041665616872934e-48,6.664533578119123e-47,0.31422743498215194
MPDZ,242,125,3.2092570658581836e-12,1.932242871475817e-11,0.20018697943226244
MPP7,434,76,1.9501128046394649e-106,1.4292248137640195e-104,0.6385857555668877
MPPED1,165,58,8.270202167548136e-15,5.304653158023402e-14,0.18786333503314637
MRC1L1,427,77,1.6966252200637418e-101,6.141374471276513e-100,0.6240863505014449
MROH7,6,175,1.9115745126271304e-53,3.859633377511391e-52,0.3193778684344722
MRPL37,9,175,6.57489999228143e-50,1.1592505596719677e-48,0.3139724630290668
MRPL52,143,53,1.0539874923044792e-11,6.184765667733549e-11,0.15765765765765763
MRPS12,32,206,1.3913618395492217e-42,1.5391043853982626e-41,0.3310215876253612
MRPS15,11,174,2.1746975244085062e-47,3.486478784596006e-46,0.308482066972633
MRPS16,459,90,1.9312113668011571e-112,3.767617811959348e-110,0.6572157062723101
MRPS31,180,88,1.695406070148508e-09,8.917503496418377e-09,0.15828658847526775
MRTO4,31,182,4.640936749163878e-35,3.813793864657537e-34,0.2875403705592385
MSH4,16,177,4.3177227202978824e-44,5.5060127932355506e-43,0.30513343532211457
MSRB2,431,78,3.3595118513464883e-103,1.3676581851199715e-101,0.6294067652558218
MTAP,397,159,1.1055552971633425e-43,1.3535168438457809e-42,0.41531531531531535
MTF1,8,175,4.83935237759397e-51,8.986001411151621e-50,0.31577426483086857
MTF2,31,179,4.469891795880019e-34,3.604225150709052e-33,0.2818799932007479
MTFP1,155,40,4.883650629726939e-19,3.488454577259062e-18,0.20380758116607173
MTG1,464,134,4.447828802970283e-88,9.854761692952742e-87,0.5832058473567907
MTHFR,45,188,3.72814818533466e-29,2.8442987323563868e-28,0.27363590005099436
MTMR3,153,39,6.022891233041751e-19,4.298141192529843e-18,0.20209077001529835
MTMR6,149,82,5.495186165169663e-06,2.0803600446869628e-05,0.11375148733639298
MTOR,49,191,4.4722094762297e-28,3.381053384596002e-27,0.27208907020227774
MTPAP,431,76,1.3283070730281784e-104,6.02834708490311e-103,0.6331803501614822
MTRNR2L5,447,83,2.404198138064049e-109,3.1405099504346216e-107,0.6488016318204998
MTRNR2L7,426,76,1.3602167404906556e-101,4.935549728418026e-100,0.6241713411524733
MTUS2,154,79,2.879025186439276e-07,1.3393842164970827e-06,0.12842087370389257
MXI1,467,118,1.700063312702064e-99,5.5639109114183884e-98,0.6187999320074791
MYADM,58,253,5.563512522595015e-44,7.0054555837738744e-43,0.37285398606153325
MYBPC2,63,245,1.2445610074990992e-38,1.1692179771514365e-37,0.3487506374298827
MYCBP2,168,88,1.080143267846657e-07,5.167487952099517e-07,0.13666496685364612
MYCL,7,173,1.89401967236599e-51,3.615243140823621e-50,0.31380248172701003
MYH14,63,246,5.7770061649228915e-39,5.489069361762914e-38,0.3506374298827129
MYH7,141,55,9.806038725576594e-11,5.397812888809512e-10,0.15028046914839369
MYH9,155,44,1.9668560976317532e-17,1.3710492945997306e-16,0.19626041135475097
MYO16,128,60,3.514465685396686e-07,1.6164820430504904e-06,0.11742308346081931
MYO18B,144,39,6.080441121472255e-17,4.2248097375927946e-16,0.18587455379908213
MYO3A,431,75,2.605714038934443e-105,1.359133204613653e-103,0.6350671426143124
MYOF,468,104,5.5658162655084395e-109,6.909891895906428e-107,0.6470168281489037
MYOM3,38,183,2.6461169002592426e-31,2.0649334065295762e-30,0.276814550399456
MYPN,460,89,8.198379656653649e-114,3.3096618561234632e-111,0.660904300526942
MYSM1,5,176,4.01306338436073e-55,8.269442820283523e-54,0.32306646268910416
MZT1,184,91,1.5279769339316566e-09,8.056605651639644e-09,0.15983341832398437
N4BP2L1,154,85,3.573230004223703e-06,1.397476207327479e-05,0.11710011898691144
N4BP2L2,155,85,2.5812949436551886e-06,1.033756668717362e-05,0.11890192078871323
N6AMT2,141,78,1.1005865976804273e-05,3.948653420194741e-05,0.10688424273329936
NAA16,181,89,1.868659481709582e-09,9.797906713522283e-09,0.15820159782423934
NAF1,36,89,1.1137824975550848e-07,5.31150497722936e-07,0.10305966343702191
NAGA,161,54,3.086662538212762e-15,2.0186262363531615e-14,0.18820329763725988
NALCN,139,68,2.9054714431091576e-07,1.3508508826488941e-06,0.12214856365799762
NAMPTL,429,75,4.2815898950227677e-104,1.875161615248747e-102,0.6314635390107088
NANOS1,471,132,1.0115847475138725e-93,2.545398002873265e-92,0.5995920448750638
NANOS2,58,243,1.6489262083694564e-40,1.6393229319739228e-39,0.35398606153323137
NAPA,61,239,1.2241215400962563e-37,1.0906734149066407e-36,0.3410334863165052
NBEA,165,87,2.0088022420996936e-07,9.450744528913748e-07,0.1331463539010709
NBPF3,37,185,1.7302012628160214e-32,1.3759175950250012e-31,0.28238993710691823
NBPF4,8,177,8.327286292338478e-52,1.601696474820853e-50,0.31954784973652894
NBPF5P,8,177,8.327286292338478e-52,1.601696474820853e-50,0.31954784973652894
NCCRP1,32,208,2.751741331130683e-43,3.214359119459185e-42,0.3347951725310216
NCDN,16,174,5.268598984308307e-43,5.97319954281354e-42,0.299473057963624
NCF4,152,45,2.465860942762581e-16,1.680678905725022e-15,0.18896821349651538
NCMAP,36,181,8.669334313430305e-32,6.829089672593081e-31,0.27664456909739926
NCOA4,444,84,1.0306508603296633e-106,7.859105189782844e-105,0.6415094339622642
NCR1,56,254,1.9335392598140206e-45,2.747930630172774e-44,0.37834438211796706
NDC1,11,176,3.9703071596801074e-48,6.604867569514349e-47,0.31225565187829335
NDFIP2,167,87,9.895660708604723e-08,4.749284829541857e-07,0.13674995750467447
NDRG2,143,53,1.0539874923044792e-11,6.184765667733549e-11,0.15765765765765763
NDUFB6,186,77,1.8234312548723237e-13,1.141316012945502e-12,0.18985211626721063
NEBL,430,78,1.3427393057495654e-102,5.280269594494757e-101,0.6276049634540201
NECAP2,32,184,4.2051015546198574e-35,3.474644419884461e-34,0.289512153663097
NEGR1,29,178,9.344218982090102e-35,7.637043392217493e-34,0.2835968043515213
NEK3,201,98,5.39941708476351e-11,3.026494158481994e-10,0.1772565017848037
NEK5,202,98,3.564216070739801e-11,2.0296305464235515e-10,0.1790583035866055
NEUROG3,458,89,1.8307713421301665e-112,3.767376315271146e-110,0.6573006969233385
NEXN,15,178,2.4790736696249383e-45,3.49349387102306e-44,0.30882202957674654
NF2,152,38,2.416973793788162e-19,1.7405455575400655e-18,0.2021757606663267
NFAM1,161,55,6.628812868490052e-15,4.281084561928528e-14,0.1863165051844297
NFATC4,142,56,1.1800809667708732e-10,6.465053348954069e-10,0.15019547849736528
NFIA,11,177,1.692690468599319e-48,2.8474351869315757e-47,0.31414244433112354
NFIB,244,124,8.129096337982553e-13,4.992448290644886e-12,0.20567737548869625
NFKB2,464,108,1.0656909450228097e-103,4.496856566329395e-102,0.6322624511303756
NFKBIA,140,54,8.11771969233195e-11,4.4948170003026375e-10,0.15036545979942204
NFKBIB,32,206,1.3913618395492217e-42,1.5391043853982626e-41,0.3310215876253612
NFKBID,23,195,7.740040675556147e-45,1.0570081002564038e-43,0.3264830868604453
NFX1,169,69,3.1475972926144816e-12,1.8973999409973816e-11,0.17431582525922149
NGDN,142,55,6.244971889245948e-11,3.4861377822464746e-10,0.15208227095019547
NGF,11,176,3.9703071596801074e-48,6.604867569514349e-47,0.31225565187829335
NHLH2,11,176,3.9703071596801074e-48,6.604867569514349e-47,0.31225565187829335
NHLRC2,468,128,5.159907337767868e-94,1.3318235056348611e-92,0.6017338092809792
NHP2L1,159,52,1.830506634616611e-15,1.2076359536763605e-14,0.18837327893931669
NID2,127,64,3.28156135782904e-06,1.2941878371569399e-05,0.10807411184769675
NIN,127,63,2.0943025209370758e-06,8.574710403247956e-06,0.10996090430052693
NIPAL3,37,182,1.5237502244728554e-31,1.1952885572862264e-30,0.27672955974842767
NIPSNAP1,151,38,4.326986711442292e-19,3.0937646063439367e-18,0.20037395886452491
NKAIN1,17,174,3.660359859809848e-42,3.894187380599401e-41,0.29767125616182216
NLRP11,55,258,1.8675582387382305e-47,3.0036894927543574e-46,0.3876933537310896
NLRP13,54,257,1.1526102170559423e-47,1.8657877888593066e-46,0.3876083630800612
NLRP2,56,256,3.685545355477615e-46,5.465376340571049e-45,0.38211796702362744
NLRP4,54,257,1.1526102170559423e-47,1.8657877888593066e-46,0.3876083630800612
NLRP5,54,257,1.1526102170559423e-47,1.8657877888593066e-46,0.3876083630800612
NLRP7,57,256,1.3382872728394397e-45,1.912821257145011e-44,0.3803161652218256
NLRP8,54,257,1.1526102170559423e-47,1.8657877888593066e-46,0.3876083630800612
NMNAT1,78,196,1.8129197552281335e-18,1.2815849676723304e-17,0.2292707802141764
NOC3L,466,104,1.3216827688006667e-107,1.306205167955501e-105,0.6434132245452999
NOL6,167,67,2.2556735668311866e-12,1.367974498221158e-11,0.17448580656127824
NOL9,99,201,1.4283675537043258e-13,8.95158005496303e-13,0.20086690464048956
NOP10,107,46,5.155535593050556e-07,2.3077430487951757e-06,0.10600033996260412
NOP9,142,56,1.1800809667708732e-10,6.465053348954069e-10,0.15019547849736528
NOSIP,62,239,3.81581237820819e-37,3.363916287878136e-36,0.3392316845147034
NOTCH2,13,174,1.1229398408166277e-45,1.611155901504048e-44,0.3048784633690294
NOVA1,145,57,5.7895501473159934e-11,3.24154388046891e-10,0.1537140914499405
NOVA2,60,243,1.78096568808722e-39,1.718283016470534e-38,0.35038245792962774
NPAS1,65,241,2.4279421872342138e-36,2.064094371060122e-35,0.33759986401495834
NPAS3,158,56,6.278193645144622e-14,3.9559993681779573e-13,0.1790243073261941
NPFFR1,459,89,3.889215416279328e-113,9.752094221281399e-111,0.6591024987251403
NPHP4,103,203,5.638106069442969e-13,3.4839831088100487e-12,0.19743328233894275
NPHS1,25,195,1.4216797364707611e-43,1.7085178401011022e-42,0.32287948325684174
NPPA,46,188,1.175059343813465e-28,8.924035117677386e-28,0.2718340982491926
NPPB,47,188,3.6384406115501477e-28,2.7520974253125036e-27,0.2700322964473908
NPR2,145,50,4.886945046142053e-13,3.0210571392241118e-12,0.16692163861975182
NPS,470,134,6.185738500436496e-92,1.474954980215191e-90,0.5940166581676016
NPTXR,154,45,8.24004610253875e-17,5.696363209955688e-16,0.192571817100119
NPY1R,36,89,1.1137824975550848e-07,5.31150497722936e-07,0.10305966343702191
NPY2R,32,87,1.763700993918225e-08,8.911643569000867e-08,0.10649328573856875
NR0B2,27,183,9.672516854828772e-38,8.695424787147684e-37,0.29663437021927586
NR1H2,63,245,1.2445610074990992e-38,1.1692179771514365e-37,0.3487506374298827
NRAP,468,127,1.3872745071262006e-94,3.643293294763949e-93,0.6036206017338093
NRBF2,453,84,1.290421432319807e-112,2.809378370479441e-110,0.6577256501784804
NRD1,15,179,1.0628488094740023e-45,1.5322567001841136e-44,0.3107088220295767
NRG3,460,101,1.8323380601675413e-105,9.830493692798859e-104,0.6382627910929797
NRL,143,56,7.538095005895727e-11,4.1846734360149894e-10,0.15199728029916706
NRP1,433,74,2.985636034717003e-107,2.7515475161667987e-105,0.6405575386707463
NSUN4,3,175,1.5783076922714498e-57,3.4511409247891877e-56,0.3247832738398776
NSUN6,425,78,1.2672153176877393e-99,4.230246333845605e-98,0.618595954445011
NT5C2,464,111,8.058275040775613e-102,2.9742360605044534e-100,0.6266020737718851
NTN5,64,240,1.6929167549304305e-36,1.4498857179341463e-35,0.33751487336393
NTNG1,9,177,1.1529205625237893e-50,2.1250518638321917e-49,0.31774604793472716
NUBPL,145,56,3.0468646616593256e-11,1.7456140712222116e-10,0.1556008839027707
NUDT13,460,90,4.089881080686514e-113,9.752094221281399e-111,0.6590175080741119
NUDT19,25,190,1.4866115860542398e-41,1.5264442409915783e-40,0.3134455209926908
NUDT2,157,59,8.417494312382579e-13,5.16745400738092e-12,0.17156212816590174
NUFIP1,183,92,3.656781010627292e-09,1.886406742501483e-08,0.1561448240693524
NUMBL,42,214,2.7065956236934592e-39,2.5963269130985403e-38,0.3280979092299847
NUP50,163,58,2.250074101339079e-14,1.424383192175122e-13,0.18425973142954274
NUPL1,149,82,5.495186165169663e-06,2.0803600446869628e-05,0.11375148733639298
NUTM1,107,47,8.836329018876271e-07,3.812781180998896e-06,0.10411354750977393
NYNRIN,142,56,1.1800809667708732e-10,6.465053348954069e-10,0.15019547849736528
