Gene,GBM_loss,LGG_loss,pval,FDR,freq_diff
FXYD3,24,197,9.069214337695709e-45,1.2329207038992303e-43,0.3284548699643039
FXYD4,425,79,6.0842186560643205e-99,1.9404911390955037e-97,0.6167091619921808
FZD8,432,76,3.2699557269460368e-105,1.6595025314251136e-103,0.6349821519632841
G2E3,141,54,5.1538897572300805e-11,2.894270352639636e-10,0.15216726160122387
GAB4,134,36,9.58882374397821e-16,6.399080865483814e-15,0.17351691313955464
GAD2,431,75,2.605714038934443e-105,1.359133204613653e-103,0.6350671426143124
GAL3ST1,157,40,1.5060047292638499e-19,1.0881771545455292e-18,0.20741118476967535
GALP,54,257,1.1526102170559423e-47,1.8657877888593066e-46,0.3876083630800612
GAS2L1,149,39,3.6399096441573356e-18,2.555080498809883e-17,0.1948835628080911
GAS6,123,62,5.369216386939798e-06,2.0372914514930446e-05,0.10464048954614993
GATA3,423,80,4.235566630082153e-97,1.1782718873535944e-95,0.6112187659357471
GBP1,18,177,2.068290169232062e-42,2.2336344300649916e-41,0.30152983171851094
GBP1P1,20,177,8.215886443710639e-41,8.216980436579309e-40,0.2979262281149073
GBP2,19,177,1.332636163597674e-41,1.3739780679179313e-40,0.29972802991670916
GBP5,20,177,8.215886443710639e-41,8.216980436579309e-40,0.2979262281149073
GBP6,20,177,8.215886443710639e-41,8.216980436579309e-40,0.2979262281149073
GBP7,20,177,8.215886443710639e-41,8.216980436579309e-40,0.2979262281149073
GCH1,131,70,1.1036826274764139e-05,3.9559819684921716e-05,0.10396056433792283
GDAP2,13,175,4.787304893412071e-46,7.064331444875848e-45,0.3067652558218596
GDF2,439,82,2.82368382423477e-105,1.4576418696788564e-103,0.6362740098589156
GDI2,422,79,3.433922416518352e-97,9.678120551770859e-96,0.6113037565867755
GEMIN7,52,240,1.8371307369192513e-42,2.0070820312727994e-41,0.3591364949855516
GFRA1,472,129,4.181133944582491e-96,1.1461495276554413e-94,0.607054224035356
GGA1,152,46,5.739227794302826e-16,3.871337221644233e-15,0.1870814210436852
GGACT,135,67,7.697432804273399e-07,3.3760827908261313e-06,0.11682814890362062
GGT5,140,40,1.3473796700871943e-15,8.951940470610274e-15,0.1767805541390447
GHITM,458,97,5.122923539782434e-107,4.6081770906953126e-105,0.642206357300697
GIPC2,14,178,3.1081515563382683e-46,4.618264359971658e-45,0.3106238313785483
GIPR,58,240,1.7192746512038627e-39,1.660896708063307e-38,0.3483256841747408
GJB5,15,175,3.107791871053389e-44,4.010760265203093e-43,0.303161652218256
GJD2,107,46,5.155535593050556e-07,2.3077430487951757e-06,0.10600033996260412
GJD4,432,76,3.2699557269460368e-105,1.6595025314251136e-103,0.6349821519632841
GLIPR2,145,50,4.886945046142053e-13,3.0210571392241118e-12,0.16692163861975182
GLIS1,12,176,4.2243555382452763e-47,6.679817778475846e-46,0.31045385007649157
GLIS3,217,121,7.101497861632836e-09,3.63718721027782e-08,0.16268910419853816
GLMN,26,178,9.27526866357066e-37,8.035356739570845e-36,0.2890022097569267
GLRB,32,88,1.1030306385750628e-08,5.628303754305229e-08,0.10838007819139894
GLTSCR1,63,238,2.4817084789202812e-36,2.1086099983224246e-35,0.3355430902600714
GLTSCR2,60,239,3.8764022214696325e-38,3.542050740323408e-37,0.342835288118307
GLUD1,464,103,6.922980860575577e-107,5.4165113795607455e-105,0.6416964133945267
GMEB1,22,177,2.7601057968029954e-39,2.644279928544298e-38,0.29432262451130375
GMFB,129,70,2.0944069036300458e-05,7.176592268779778e-05,0.10035696073431924
GMFG,32,208,2.751741331130683e-43,3.214359119459185e-42,0.3347951725310216
GNE,142,51,4.285307653556892e-12,2.5708423151650016e-11,0.15962944076151622
GNG12,8,176,2.0090390962311685e-51,3.7724731629480765e-50,0.31766105728369876
GNG2,128,64,2.3188803768243912e-06,9.356492350431375e-06,0.10987591364949856
GNL2,9,174,1.5665196295191444e-49,2.7079698359765923e-48,0.3120856705762366
GOLGA7B,463,105,6.271988427009978e-105,3.0590198100825935e-103,0.6361210266870645
GOT1,465,106,1.2200645900702887e-105,6.763029620677445e-104,0.6378378378378378
GP6,56,255,8.453236575639026e-46,1.2210049984543215e-44,0.38023117457079725
GPAM,466,126,7.818896063254662e-94,2.0077855839694277e-92,0.6019037905830358
GPATCH1,27,193,1.9565902830722574e-41,2.0021729722283006e-40,0.31550229474757774
GPATCH3,27,183,9.672516854828772e-38,8.695424787147684e-37,0.29663437021927586
GPBP1L1,3,173,9.903639137441096e-57,2.0983422725337114e-55,0.3210096889342172
GPC5,161,79,2.204488509829516e-08,1.1079232651274334e-07,0.14103348631650517
GPC6,156,77,5.5471795319556255e-08,2.7152079155763244e-07,0.13579806221315657
GPI,25,195,1.4216797364707611e-43,1.7085178401011022e-42,0.32287948325684174
GPR12,150,82,3.977041517426588e-06,1.54136010512854e-05,0.11555328913819482
GPR123,465,133,2.9052569282528094e-89,6.602537000940046e-88,0.5868944416114228
GPR137C,128,66,5.5847002304945676e-06,2.1115873864205736e-05,0.10610232874383818
GPR153,100,204,6.317529131880194e-14,3.979116252373345e-13,0.20472548019717834
GPR157,93,199,9.998811374026434e-15,6.378010380493635e-14,0.20790413054564
GPR158,431,76,1.3283070730281784e-104,6.02834708490311e-103,0.6331803501614822
GPR176,105,47,1.8914089032095803e-06,7.809990253989642e-06,0.10050994390617034
GPR180,153,73,2.4933152894124933e-08,1.2509880520225276e-07,0.13793982661907192
GPR26,469,134,2.7731277482960744e-91,6.399066825638039e-90,0.5922148563657998
GPR3,27,180,9.681641193009825e-37,8.382571412184068e-36,0.2909739928607853
GPR32,61,246,5.614499071836398e-40,5.498109847270298e-39,0.3542410334863165
GPR33,143,54,2.0578919365831797e-11,1.1853394429199587e-10,0.15577086520482744
GPR4,56,240,1.5525380535130633e-40,1.5455418581758274e-39,0.3519292877783444
GPR61,10,177,1.4570997295668478e-49,2.53339723814273e-48,0.3159442461329254
GPR88,14,177,7.285112637380047e-46,1.0594091194455281e-44,0.30873703892571813
GPX7,8,177,8.327286292338478e-52,1.601696474820853e-50,0.31954784973652894
GRAMD1A,25,197,2.713658188764396e-44,3.55092102017585e-43,0.3266530681625021
GRAMD4,168,60,7.994196362269939e-15,5.1407884312508145e-14,0.1894951555328914
GRAP2,151,48,5.008295797480238e-15,3.256909933755331e-14,0.18150603433622303
GREM1,102,43,7.072324920480508e-07,3.132937397280387e-06,0.10265170831208568
GRHL3,39,182,1.8857294140677386e-30,1.4526885773397727e-29,0.27312595614482404
GRHPR,146,51,6.181507361608451e-13,3.8103653502700924e-12,0.1668366479687234
GRIA2,32,87,1.763700993918225e-08,8.911643569000867e-08,0.10649328573856875
GRID1,464,103,6.922980860575577e-107,5.4165113795607455e-105,0.6416964133945267
GRIK3,9,174,1.5665196295191444e-49,2.7079698359765923e-48,0.3120856705762366
GRIK5,49,228,4.65683682895735e-40,4.5932372189492656e-39,0.34190039095699476
GRIN2D,64,240,1.6929167549304305e-36,1.4498857179341463e-35,0.33751487336393
GRK5,473,133,1.7604587128881678e-94,4.591251872396885e-93,0.6013088560258371
GRTP1,122,62,7.549892288768695e-06,2.775005675602724e-05,0.10283868774434812
GRWD1,64,240,1.6929167549304305e-36,1.4498857179341463e-35,0.33751487336393
GSTO2,466,114,2.7606269528303824e-101,9.873842401290002e-100,0.624545300016998
GSX1,149,84,1.1864574913955698e-05,4.2465962439228615e-05,0.1099779024307326
GTF2B,18,177,2.068290169232062e-42,2.2336344300649916e-41,0.30152983171851094
GTF2F2,184,92,2.4828967654325895e-09,1.2928275636162343e-08,0.15794662587115418
GTF3A,149,86,2.4808555344234822e-05,8.41060975809288e-05,0.10620431752507223
GTPBP1,154,46,1.9423283598605622e-16,1.3286728880612643e-15,0.19068502464728881
GTPBP4,424,82,2.426822769328462e-96,6.66466757602416e-95,0.6092469828318885
GUCA2B,4,173,2.7111463591898794e-55,5.656505639965329e-54,0.31920788713241544
GUCD1,143,39,1.0595543627438848e-16,7.314625752361506e-16,0.1840727519972803
GUCY1A3,33,87,3.592523985607844e-08,1.7787374855570542e-07,0.10469148393676694
GUCY1B3,33,87,3.592523985607844e-08,1.7787374855570542e-07,0.10469148393676694
GUCY2GP,467,126,1.710304810509623e-94,4.468208497995749e-93,0.6037055923848376
GUSBP11,138,40,3.9410798605395175e-15,2.5706861339567794e-14,0.17317695053544113
GYS1,66,240,1.522610953753424e-35,1.2699978760290913e-34,0.33391126976032637
H2AFY2,460,89,8.198379656653649e-114,3.3096618561234632e-111,0.660904300526942
H6PD,94,199,1.8531421890406862e-14,1.1745950195683203e-13,0.20610232874383821
HABP2,468,127,1.3872745071262006e-94,3.643293294763949e-93,0.6036206017338093
HAMP,26,197,1.4549736114366182e-43,1.7374096654213735e-42,0.3248512663607003
HAO2,15,175,3.107791871053389e-44,4.010760265203093e-43,0.303161652218256
HAS1,68,248,3.5512600817269804e-37,3.141756710700983e-36,0.3454020057793643
HAUS4,142,53,1.6810926679566325e-11,9.7428140656036e-11,0.15585585585585585
HAUS5,24,196,2.053508583126749e-44,2.715475874624122e-43,0.3265680775114737
HAUS6,280,132,3.442596984538702e-18,2.4199668648451278e-17,0.25544790073091955
HDAC1,16,175,2.293153084785292e-43,2.6891292458738997e-42,0.3013598504164542
HEATR5A,145,54,8.115008923425979e-12,4.801247107038403e-11,0.15937446880843106
HECTD1,144,54,1.2942811066189085e-11,7.565249332151456e-11,0.15757266700662928
HECTD2,463,104,1.444029786621943e-105,7.802955199508932e-104,0.6380078191398946
HELLS,466,103,2.9731860536667243e-108,3.333074693894144e-106,0.6453000169981302
HERC4,459,89,3.889215416279328e-113,9.752094221281399e-111,0.6591024987251403
HES2,99,201,1.4283675537043258e-13,8.95158005496303e-13,0.20086690464048956
HFM1,25,177,4.055513026502849e-37,3.5668569487193086e-36,0.28891721910589835
HHLA3,12,175,9.804858944771988e-47,1.5153147229255637e-45,0.3085670576236614
HIF1AN,466,106,2.560584109387389e-106,1.7484133859644255e-104,0.6396396396396395
HIF3A,62,241,8.390284497146948e-38,7.56990112409258e-37,0.3430052694203638
HIPK4,36,213,2.178707105855797e-42,2.351188085069381e-41,0.33702192758796534
HIVEP3,8,173,2.794542116613496e-50,5.03352657982829e-49,0.3120006799252082
HK1,459,89,3.889215416279328e-113,9.752094221281399e-111,0.6591024987251403
HKR1,28,204,1.2199100850073249e-44,1.6332878161301279e-43,0.3344552099269081
HMGB1,155,79,2.0148612347245873e-07,9.473316265424961e-07,0.13022267550569436
HMGB4,19,175,6.784151341843331e-41,6.82595589130412e-40,0.2959544450110488
HMGN2,26,183,1.9458598146013773e-38,1.8043645762309808e-37,0.29843617202107764
HMGXB4,153,45,1.4273946297658973e-16,9.831417757149613e-16,0.19077001529831722
HMOX1,151,47,2.2357747711905524e-15,1.4730617812642316e-14,0.18339282678905322
HMX2,469,134,2.7731277482960744e-91,6.399066825638039e-90,0.5922148563657998
HNRNPA1P30,142,80,2.3075578413374622e-05,7.87463286973452e-05,0.10491245962944076
HNRNPC,145,52,2.0480195691305135e-12,1.243546886316838e-11,0.16314805371409144
HNRNPCL1,44,186,4.626435532894984e-29,3.526043357440307e-28,0.27166411694713577
HNRNPF,426,79,1.5705450218937492e-99,5.16252238925337e-98,0.6185109637939827
HNRNPH3,460,89,8.198379656653649e-114,3.3096618561234632e-111,0.660904300526942
HNRNPL,31,206,2.927535185832623e-43,3.409103376866486e-42,0.33282338942716305
HNRNPR,39,184,4.542755426699989e-31,3.528504240945566e-30,0.2768995410504844
HNRNPUL1,46,219,1.0540608146842999e-38,9.921116264528542e-38,0.33032466428692847
HOMEZ,142,54,3.2618299570709276e-11,1.8630878180653795e-10,0.15396906340302566
HOOK1,6,176,7.792949885877687e-54,1.5841095153674506e-52,0.3212646608873024
HORMAD2,155,39,1.8522696384951918e-19,1.334522518440037e-18,0.20569437361890192
HP1BP3,35,183,5.407131925415427e-33,4.3297407134110097e-32,0.2822199558048615
HPCA,17,175,1.6043821417062692e-42,1.7591991629716478e-41,0.29955804861465235
HPDL,3,173,9.903639137441096e-57,2.0983422725337114e-55,0.3210096889342172
HPN,26,197,1.4549736114366182e-43,1.7374096654213735e-42,0.3248512663607003
HPS6,467,107,2.3355591781251514e-106,1.6522030890387458e-104,0.6395546489886113
HPSE2,466,106,2.560584109387389e-106,1.7484133859644255e-104,0.6396396396396395
HRC,65,238,2.2421120142326045e-35,1.8608290982211152e-34,0.3319394866564678
HRCT1,143,51,2.653038148134465e-12,1.6024905131192575e-11,0.161431242563318
HS2ST1,19,177,1.332636163597674e-41,1.3739780679179313e-40,0.29972802991670916
HS6ST3,147,73,1.6744579821179337e-07,7.919933188720277e-07,0.1271290158082611
HSCB,150,38,7.727049655733102e-19,5.48821465382613e-18,0.19857215706272313
HSD17B14,63,240,5.542155841748052e-37,4.823537952186514e-36,0.3393166751657318
HSD17B7P2,424,75,4.294063814303709e-101,1.521354401379017e-99,0.6224545300016998
HSD3B1,15,175,3.107791871053389e-44,4.010760265203093e-43,0.303161652218256
HSPA12A,471,128,5.2001626033587115e-96,1.4203062295937191e-94,0.6071392146863845
HSPG2,39,183,9.266724337475654e-31,7.164422696734909e-30,0.27501274859765423
HSPH1,153,80,6.337065326299053e-07,2.8214402884310722e-06,0.1247322794492606
HTR1D,38,184,1.2892527234952263e-31,1.0129264860013226e-30,0.2787013428522862
HTR2A,193,94,1.8558286220430984e-10,1.0042599985710168e-09,0.17038925718171002
HTR6,35,182,1.12774906232724e-32,8.977767045193322e-32,0.2803331633520313
HTR7,464,104,3.043174729375305e-106,1.97045563727051e-104,0.6398096209416964
HTRA1,471,132,1.0115847475138725e-93,2.545398002873265e-92,0.5995920448750638
HUG1,464,107,2.487492698008067e-104,1.1055359559016917e-102,0.6341492435832059
ID3,40,185,7.713863121976716e-31,5.976155328433947e-30,0.2769845317015128
IDI1,424,81,5.213025124899338e-97,1.4475057934609585e-95,0.6111337752847187
IFFO2,30,181,2.365117456087555e-35,1.9564314110874037e-34,0.2874553799082101
IFI44L,16,177,4.3177227202978824e-44,5.5060127932355506e-43,0.30513343532211457
IFI6,29,180,2.088796673715987e-35,1.735503519500086e-34,0.28737038925718167
IFIT2,467,104,2.7229557397748745e-108,3.0755068513457268e-106,0.6452150263471017
IFIT3,467,104,2.7229557397748745e-108,3.0755068513457268e-106,0.6452150263471017
IFNA1,368,152,4.7664788047367984e-36,4.029377861832087e-35,0.3762706102328744
IFNA10,350,150,5.696315011831581e-31,4.4222245016916804e-30,0.34761176270610233
IFNA13,363,151,9.488577756493577e-35,7.74659864445905e-34,0.36914839367669555
IFNA14,355,149,7.248886914446951e-33,5.795251688601495e-32,0.35850756416794155
IFNA17,353,150,6.72462002195964e-32,5.311106307564548e-31,0.3530171681115078
IFNA2,362,151,2.0109945847378243e-34,1.6329276028071134e-33,0.36734659187489377
IFNA21,349,148,2.50757538610928e-31,1.9639623279527425e-30,0.3495835458099609
IFNA4,352,150,1.3760639444465833e-31,1.0805662610285716e-30,0.3512153663097059
IFNA5,359,151,1.8694301170486497e-33,1.5009395627100383e-32,0.3619411864694884
IFNA6,363,151,9.488577756493577e-35,7.74659864445905e-34,0.36914839367669555
IFNA8,364,151,4.45919881778653e-35,3.6785329292031437e-34,0.37095019547849734
IFNB1,335,147,1.1101772662490326e-27,8.359440046913769e-27,0.3262451130375659
IFNE,369,152,2.2036977526484245e-36,1.8830459408580565e-35,0.3780724120346762
IFNK,259,110,1.3480719177519533e-19,9.811403269607481e-19,0.2591194968553459
IFNL2,32,208,2.751741331130683e-43,3.214359119459185e-42,0.3347951725310216
IFNL3,32,208,2.751741331130683e-43,3.214359119459185e-42,0.3347951725310216
IFNLR1,35,182,1.12774906232724e-32,8.977767045193322e-32,0.2803331633520313
IFNW1,346,148,2.07852930764142e-30,1.6003929912552235e-29,0.34417814040455547
IFT27,155,45,4.7438693741619913e-17,3.299185450863955e-16,0.19437361890192079
IFT74,281,117,7.140090986283212e-23,5.315086560750565e-22,0.28555158932517427
IFT88,141,80,3.130363870705977e-05,0.00010401310786495286,0.10311065782763898
IGFBPL1,140,51,1.1077323917679144e-11,6.497600932892468e-11,0.1560258371579126
IGFL1,61,241,2.664890653403429e-38,2.468063341271659e-37,0.3448070712221656
IGFL2,62,241,8.390284497146948e-38,7.56990112409258e-37,0.3430052694203638
IGFL3,63,242,1.2240602686172064e-37,1.0906734149066407e-36,0.34309026007139215
IGFL4,62,243,1.8245854445552826e-38,1.6940001574851331e-37,0.3467788543260242
IGFLR1,23,196,3.4003275902303787e-45,4.773805706583248e-44,0.3283698793132755
IGLON5,67,248,1.1722521436063838e-37,1.0519457408157168e-36,0.3472038075811661
IGSF21,36,182,4.192468878564736e-32,3.31469828914734e-31,0.27853136155022945
IGSF23,49,236,8.462153468417852e-43,9.4441656316919e-42,0.35699473057963627
IKZF5,469,133,7.638196416070494e-92,1.8126538161486725e-90,0.5941016488186299
IL11,57,257,5.8484901203264315e-46,8.579689315189811e-45,0.3822029576746558
IL11RA,149,58,1.7944952300990307e-11,1.0388018245297741e-10,0.1590345062043175
IL12RB2,8,175,4.83935237759397e-51,8.986001411151621e-50,0.31577426483086857
IL15RA,423,79,8.996070855556332e-98,2.598826469080139e-96,0.6131055583885773
IL17D,141,78,1.1005865976804273e-05,3.948653420194741e-05,0.10688424273329936
IL17RA,133,36,1.6610637621961922e-15,1.101169454356187e-14,0.17171511133775286
IL22RA1,36,182,4.192468878564736e-32,3.31469828914734e-31,0.27853136155022945
IL2RA,424,79,2.345296922834267e-98,7.060330736436145e-97,0.6149073601903791
IL2RB,154,46,1.9423283598605622e-16,1.3286728880612643e-15,0.19068502464728881
IL33,216,125,5.2662966292264254e-08,2.584459587201547e-07,0.15334013258541562
INA,465,112,7.333835524446926e-102,2.7135191440453626e-100,0.6265170831208566
INADL,8,176,2.0090390962311685e-51,3.7724731629480765e-50,0.31766105728369876
ING1,127,59,3.1134467470763197e-07,1.4359900839601004e-06,0.11750807411184769
INPP5A,466,135,8.460861531470454e-89,1.9112640891090098e-87,0.5849226585075642
INPP5B,8,175,4.83935237759397e-51,8.986001411151621e-50,0.31577426483086857
INPP5F,472,133,8.138552046901664e-94,2.0721581160772338e-92,0.5995070542240353
INPP5J,157,40,1.5060047292638499e-19,1.0881771545455292e-18,0.20741118476967535
INSL4,214,121,2.086453190540889e-08,1.0517684506142696e-07,0.15728369879313275
INSM2,141,54,5.1538897572300805e-11,2.894270352639636e-10,0.15216726160122387
IPMK,450,83,2.5446910768224057e-111,4.295095433261368e-109,0.6542070372259052
IPO13,3,173,9.903639137441096e-57,2.0983422725337114e-55,0.3210096889342172
IRF2BP1,58,243,1.6489262083694564e-40,1.6393229319739228e-39,0.35398606153323137
IRG1,167,88,1.5388339588194217e-07,7.310677966282529e-07,0.13486316505184429
IRGC,48,235,4.944430835372904e-43,5.644015198250134e-42,0.35690973992860786
IRGQ,48,235,4.944430835372904e-43,5.644015198250134e-42,0.35690973992860786
IRS2,124,59,9.482657539333306e-07,4.082788236052305e-06,0.11210266870644228
ISOC2,56,257,1.6024741574761293e-46,2.4315522013743855e-45,0.3840047594764576
ISX,151,45,4.2481089632299767e-16,2.8732594707627514e-15,0.1871664116947136
ITGA8,423,77,3.958689926991594e-99,1.276125323675273e-97,0.6168791432942377
ITGB1,432,74,1.2330409410968409e-106,9.261370508578372e-105,0.6387557368689445
ITGB3BP,8,176,2.0090390962311685e-51,3.7724731629480765e-50,0.31766105728369876
ITGBL1,140,70,5.155628858844767e-07,2.3077430487951757e-06,0.12017678055413902
ITIH2,423,80,4.235566630082153e-97,1.1782718873535944e-95,0.6112187659357471
ITIH5,424,80,1.110379739236791e-97,3.18322985549906e-96,0.6130205677375489
ITM2B,195,95,1.36556519558759e-10,7.448627584646615e-10,0.17210606833248346
ITPKC,42,216,5.636183276777722e-40,5.515748871905859e-39,0.3318714941356451
ITPRIP,466,114,2.7606269528303824e-101,9.873842401290002e-100,0.624545300016998
IZUMO2,64,244,8.332462542239359e-38,7.540376645151787e-37,0.34506204317525074
IZUMO3,310,129,1.3888655045621956e-26,1.0410946910944762e-25,0.3151623321434642
JAK1,7,175,3.2203795423770618e-52,6.250199158344731e-51,0.3175760666326704
JAK2,219,121,3.40732176456512e-09,1.7601371233596022e-08,0.16629270780214178
JAKMIP3,466,135,8.460861531470454e-89,1.9112640891090098e-87,0.5849226585075642
