Gene,GBM_loss,LGG_loss,pval,FDR
PDS5B,155,86,3.836300388558106e-06,1.4919128782478802e-05
PDSS1,432,75,6.378709672792363e-106,3.7576853609681134e-104
PDSS2,95,60,0.00706269689845062,0.015863611364911066
PDYN,12,8,0.5017551450947653,0.6388139494544931
PDZD2,19,21,0.7476688438344977,0.8492818918147129
PDZD4,6,16,0.029915750036480226,0.05708770287703328
PDZD7,464,107,2.487492698008067e-104,1.1055359559016917e-102
PDZD8,470,131,1.2533811618783753e-93,3.1380486356228256e-92
PDZRN3,28,30,0.6869211811307683,0.7976291233355742
PDZRN4,49,43,0.7438465575261697,0.8472901870759872
PEAK1,68,40,0.011032577170914855,0.02365901131498686
PEAR1,2,1,1.0,1.0
PEBP1,26,31,0.4162651485071338,0.5493880742289724
PEBP4,41,15,0.0008411342909033766,0.002322278867478501
PEG10,1,3,0.36316015387059114,0.49254169659118996
PEG3,55,255,2.3068029223782576e-46,3.451473456171931e-45
PELI1,15,8,0.2079835180872558,0.3091210849641047
PELI2,131,73,3.5895910704364474e-05,0.00011892994499359576
PELO,15,16,0.8558951661029802,0.9301350781450459
PELP1,55,6,5.09063550435388e-11,2.8662491209296846e-10
PEMT,36,5,6.398531889334231e-07,2.8471192547861025e-06
PEPD,28,194,4.299892517691765e-41,4.343845689358823e-40
PER1,55,8,8.984776915630122e-10,4.760822533565985e-09
PER2,19,47,0.0001914588809837241,0.0005790407308511181
PER3,109,202,1.524589216559857e-11,8.887225149849504e-11
PERP,115,73,0.00293042895527366,0.007127737008763103
PES1,157,40,1.5060047292638499e-19,1.0881771545455292e-18
PET112,32,83,1.108161779818062e-07,5.291419661928458e-07
PEX1,1,3,0.36316015387059114,0.49254169659118996
PEX11G,12,6,0.23622364403336843,0.34302093578243215
PEX12,36,10,0.00013590098462007186,0.00041782738251385995
PEX14,70,193,2.9621933229792406e-20,2.1855632660999095e-19
PEX19,3,1,0.6247067078323906,0.7557658182377525
PEX2,20,11,0.14714662553723037,0.22901332457731813
PEX26,142,39,1.8414950833792091e-16,1.2637249494071484e-15
PEX5,33,8,9.868270984663045e-05,0.0003085143948628684
PEX5L,11,18,0.187486557493383,0.28164230666656
PEX7,117,74,0.002396698663293235,0.005918659759985365
PF4,23,60,1.0224298388463798e-05,3.692940860579543e-05
PFAS,52,8,5.288583399992673e-09,2.714215915090192e-08
PFDN1,20,30,0.11297434711625293,0.18234668984424104
PFDN4,11,2,0.022132997223854867,0.04339928002829236
PFDN5,38,42,0.561533273965662,0.6993908333896173
PFKFB1,2,6,0.16898554219925477,0.25789909731963884
PFKFB3,424,79,2.345296922834267e-98,7.060330736436145e-97
PFKFB4,31,38,0.32008652547442157,0.4441474030737817
PFKP,421,80,6.073214172783629e-96,1.6557499692115368e-94
PFN2,29,23,0.570176669107298,0.7075740650761438
PGA3,51,17,4.6522600696494824e-05,0.0001513016903361648
PGAM1,461,105,1.3662670823094558e-103,5.7490375659531216e-102
PGAM1P5,30,38,0.2600186634631556,0.3739946727827962
PGAM2,4,1,0.374511179720651,0.5037524124072009
PGAM4,4,14,0.01618126751914549,0.033137675745759834
PGAP1,9,11,0.654902521890484,0.7761375492301842
PGAP2,72,87,0.12215401225073858,0.1946740475313595
PGAP3,36,8,2.1598488641086336e-05,7.392401375402118e-05
PGBD3,441,83,8.215595517488074e-106,4.63964946856037e-104
PGBD5,21,13,0.2263790844605087,0.3306754771261923
PGCP1,11,178,7.206033707273123e-49,1.2259234241297494e-47
PGD,70,192,5.256482425842379e-20,3.8726277097108494e-19
PGGT1B,17,27,0.09305566318270572,0.154053578612586
PGK1,4,8,0.2545930237997658,0.36731621240108353
PGK2,49,19,0.0003907853543206899,0.001142763790657077
PGM2,30,41,0.1405154336652795,0.2201755340064492
PGM2L1,53,14,1.74339241220606e-06,7.208709280528333e-06
PGM3,92,51,0.0008507131515084729,0.002343983315034725
PGM5,133,50,1.4588661849654822e-10,7.948889311045148e-10
PGPEP1,12,2,0.01270460490418217,0.026673455607354936
PGR,50,15,1.662505571442817e-05,5.775707376090194e-05
PGRMC1,7,12,0.2502886792281222,0.3616618448792662
PGRMC2,30,66,4.262595848014881e-05,0.00013926210271613645
PGS1,12,2,0.01270460490418217,0.026673455607354936
PHACTR1,47,29,0.05731482472835278,0.10071157995897947
PHACTR2,114,75,0.006398874485181096,0.014474309970846323
PHACTR3,14,2,0.00407043139450625,0.009573511884808655
PHACTR4,28,178,2.0710221150851905e-35,1.7216875601997637e-34
PHAX,18,31,0.041303063063026495,0.07583165648164067
PHB2,30,9,0.0009740817847902242,0.002639368068383613
PHC1,42,11,2.8154665447187468e-05,9.451159426763132e-05
PHC2,18,175,1.067977692028586e-41,1.1125631684919152e-40
PHC3,19,17,0.8670124114945874,0.9403798155575229
PHEX,9,31,0.0002794182946135968,0.0008287049565404939
PHF10,112,70,0.0025721772640493867,0.006331189064484661
PHF12,33,9,0.00024126236733374698,0.0007208121086092974
PHF14,5,7,0.5712122678190917,0.7075740650761438
PHF15,19,30,0.08077591842169667,0.1362929177278139
PHF16,7,26,0.0005652120209375938,0.0016032127980597686
PHF19,46,26,0.0279722353951467,0.053740749469995366
PHF2,42,24,0.041790481976904895,0.07600201213765925
PHF20,9,1,0.02124361667577746,0.04203393173123407
PHF20L1,22,12,0.11897828840032358,0.19056315687702963
PHF21A,61,46,0.22202231771869982,0.3251651805372242
PHF21B,162,59,7.567309216995607e-14,4.76230075650222e-13
PHF2P2,139,80,4.30921225642812e-05,0.00014072388373057222
PHF3,63,30,0.0010438587308134206,0.002805662167521776
PHF8,2,15,0.0009729280611103264,0.002639368068383613
PHGR1,105,48,3.1475996361204626e-06,1.2446233675651905e-05
PHIP,91,50,0.000789247485935311,0.002189487670123775
PHKA1,2,6,0.16898554219925477,0.25789909731963884
PHKG1,4,2,0.6871334366319842,0.7976291233355742
PHKG2,25,8,0.004297609000116492,0.0100449171308153
PHLDA1,40,39,1.0,1.0
PHLDA3,8,6,0.7899543642007077,0.8845180723779839
PHLDB2,34,28,0.6017046956072616,0.7397943965798236
PHLDB3,47,235,1.2798694852272681e-43,1.5580388498447343e-42
PHLPP1,46,45,0.9132363404012958,0.9756184424799144
PHOX2B,27,40,0.07716195187136077,0.1307384210480015
PHRF1,76,90,0.15144118758938843,0.23525848189946152
PHTF1,12,178,4.041665616872934e-48,6.664533578119123e-47
PHTF2,3,7,0.2148886324328037,0.31669351872908635
PHYHIPL,448,83,5.3099209908553145e-110,7.8201601102577e-108
PHYKPL,31,38,0.32008652547442157,0.4441474030737817
PI15,20,12,0.2124514425095564,0.3138715154778281
PI16,40,16,0.00226918381559647,0.00566223054466415
PI3,10,1,0.011550556608657052,0.024622174169894456
PI4K2A,460,104,1.477764241058803e-103,6.1663817858848165e-102
PIANP,30,8,0.0004279066194789238,0.0012457389995760453
PIAS1,65,43,0.05383635403659438,0.0958437675204694
PIAS2,43,47,0.5111624133401228,0.6487564864139342
PIAS4,12,10,0.8310894554740471,0.9086336099076517
PIBF1,184,91,1.5279769339316566e-09,8.056605651639644e-09
PICALM,49,12,2.1252990824413047e-06,8.659138274052964e-06
PICK1,148,46,4.84590641187407e-15,3.1554055534968475e-14
PID1,13,30,0.007447670414434664,0.016545238829582597
PIEZO2,46,48,0.6672837272138417,0.786443322661133
PIF1,66,43,0.04322075118062083,0.078186671993652
PIFO,11,177,1.692690468599319e-48,2.8474351869315757e-47
PIGB,82,53,0.021182434984569704,0.04203393173123407
PIGC,6,1,0.12448666612858911,0.19763672570108493
PIGF,10,8,0.8138773582697607,0.9021595097349724
PIGH,137,100,0.022655471693346856,0.04432325331456168
PIGK,14,178,3.1081515563382683e-46,4.618264359971658e-45
PIGM,2,1,1.0,1.0
PIGN,46,45,0.9132363404012958,0.9756184424799144
PIGO,148,51,2.3057322143791374e-13,1.4407948970217721e-12
PIGP,26,21,0.6549790781248199,0.7761375492301842
PIH1,58,17,1.9393191879231245e-06,7.95316757875544e-06
PIH1D1,60,239,3.8764022214696325e-38,3.542050740323408e-37
PIH1D2,47,10,8.587198469643044e-07,3.710005620102899e-06
PIK3AP1,466,105,5.836754106841795e-107,4.844183436076102e-105
PIK3C2A,61,62,0.773975583718147,0.8705197078926329
PIK3C2B,3,5,0.49706520125893344,0.634402162558343
PIK3C2G,44,9,1.5138706540586512e-06,6.30828431768906e-06
PIK3C3,45,45,0.8266885807345081,0.9076750190579539
PIK3CA,10,18,0.124910953127144,0.19776689901728048
PIK3CB,28,20,0.37583748633182557,0.5049486378388949
PIK3CG,3,3,1.0,1.0
PIK3IP1,156,39,1.0232148500669549e-19,7.468772340964915e-19
PIK3R1,24,19,0.6410132737693566,0.7682544597545297
PIK3R2,13,2,0.007222109257812128,0.016084584917843408
PIK3R3,3,173,9.903639137441096e-57,2.0983422725337114e-55
PIK3R4,34,23,0.2207285821434529,0.32330194627134845
PIK3R5,49,8,3.0196775825387834e-08,1.5070297888670302e-07
PIK3R6,49,8,3.0196775825387834e-08,1.5070297888670302e-07
PIKFYVE,8,9,0.8095986768506749,0.9014075988475273
PILRA,2,3,0.680022832919075,0.7924982929488241
PIM1,39,16,0.003317131975662171,0.007965146505498262
PIN1P1,12,174,2.272383415824734e-46,3.430728007288357e-45
PIN4,2,5,0.277102022175692,0.393517354615546
PINK1,33,184,1.7012085374675207e-34,1.3851249132703034e-33
PINLYP,48,235,4.944430835372904e-43,5.644015198250134e-42
PIP4K2A,431,77,6.710506782809333e-104,2.8556723198686065e-102
PIP4K2B,35,11,0.0004755234642096282,0.0013674030396931536
PIP4K2C,38,35,0.9039556374053984,0.9694596691014418
PIP5K1A,3,1,0.6247067078323906,0.7557658182377525
PIP5K1B,55,24,0.0006516927026811648,0.001836377373790369
PIP5K1C,12,10,0.8310894554740471,0.9086336099076517
PIPOX,33,9,0.00024126236733374698,0.0007208121086092974
PIPSL,464,103,6.922980860575577e-107,5.4165113795607455e-105
PIRT,46,8,1.6679361547395544e-07,7.89405699952665e-07
PISD,156,39,1.0232148500669549e-19,7.468772340964915e-19
PITHD1,43,184,5.717525159536141e-29,4.3554088715290015e-28
PITPNA,48,6,2.176065860290456e-09,1.1373994903717199e-08
PITPNB,152,37,8.776973227553789e-20,6.415946074175816e-19
PITPNC1,13,1,0.001783177570548905,0.0045828731334107186
PITPNM1,55,17,7.795760371440581e-06,2.8576845363538413e-05
PITPNM2,24,30,0.3309634512354228,0.45456282113701346
PITRM1,420,79,4.9315284385409594e-96,1.3493883461523185e-94
PITX1,19,30,0.08077591842169667,0.1362929177278139
PIWIL2,40,16,0.00226918381559647,0.00566223054466415
PIWIL3,141,39,3.192056853150622e-16,2.1667906935394778e-15
PIWIL4,48,10,5.038721654221701e-07,2.2655395597042323e-06
PJA1,1,6,0.06370543074002304,0.11021340326806704
PJA2,16,26,0.11445688644757593,0.18454130602291355
PKD1L1,9,1,0.02124361667577746,0.04203393173123407
PKD1L2,56,17,4.926009660352098e-06,1.879566093924542e-05
PKD1L3,51,13,1.935514506933046e-06,7.95316757875544e-06
PKD2L2,20,30,0.11297434711625293,0.18234668984424104
PKDCC,9,8,1.0,1.0
PKDREJ,168,60,7.994196362269939e-15,5.1407884312508145e-14
PKHD1,49,20,0.0006968541034917067,0.0019493747379241003
PKHD1L1,22,9,0.0284785623542344,0.05448356643979995
PKIA,19,12,0.2781153532826206,0.39435990532485626
PKIB,109,69,0.0040159079504539005,0.009497593995066457
PKLR,3,1,0.6247067078323906,0.7557658182377525
PKM,65,42,0.04145996407177902,0.07597116129376244
PKN2,19,177,1.332636163597674e-41,1.3739780679179313e-40
PKN3,45,23,0.01192146354925792,0.025287238836056547
PKNOX1,25,21,0.763469239313981,0.8629023333815832
PKNOX2,48,11,1.376102377743606e-06,5.782442359557894e-06
PKP1,7,6,1.0,1.0
PKP2,30,12,0.0074123580364592045,0.016476537795751728
PLA1A,38,24,0.11638219955941385,0.18696325545733236
PLA2G12B,460,90,4.089881080686514e-113,9.752094221281399e-111
PLA2G15,49,15,2.63055934039684e-05,8.864123466002989e-05
PLA2G16,53,17,1.923995033639639e-05,6.6153017613492e-05
PLA2G2A,37,183,7.396441893834969e-32,5.832511817805192e-31
PLA2G2D,37,184,3.581645182430147e-32,2.837735966796712e-31
PLA2G2E,38,183,2.6461169002592426e-31,2.0649334065295762e-30
PLA2G2F,38,184,1.2892527234952263e-31,1.0129264860013226e-30
PLA2G3,158,40,8.330822069672903e-20,6.092775517557271e-19
PLA2G4A,8,6,0.7899543642007077,0.8845180723779839
PLA2G4B,104,51,1.8836416431087473e-05,6.527350579649274e-05
PLA2G4C,62,241,8.390284497146948e-38,7.56990112409258e-37
PLA2G4D,103,51,2.6494846690680113e-05,8.913898924689734e-05
PLA2G4E,104,51,1.8836416431087473e-05,6.527350579649274e-05
PLA2G4F,103,51,2.6494846690680113e-05,8.913898924689734e-05
PLA2G5,37,184,3.581645182430147e-32,2.837735966796712e-31
PLA2G6,150,46,1.6770983584634755e-15,1.110818851006981e-14
PLA2R1,9,9,1.0,1.0
PLAA,284,117,1.9214933142954446e-23,1.4317793932215363e-22
PLAC1,8,11,0.49178571611551897,0.6290535616048473
PLAC1L,50,17,7.176461587653643e-05,0.0002280617854235943
PLAC8,27,62,5.490471465367841e-05,0.0001774862542559839
PLAC8L1,23,35,0.07966863722947469,0.13469693511099254
PLAG1,21,9,0.041568838550355355,0.07600201213765925
PLAGL1,112,75,0.009975368421699944,0.021598441111383187
PLAT,27,8,0.0017474370912230362,0.004536029027881881
PLAUR,48,237,9.901469130966788e-44,1.2161886286621676e-42
PLB1,14,9,0.40274184467724955,0.5347346641984835
PLBD1,46,15,0.00010086803264047187,0.0003144329912014158
PLBD2,26,36,0.15072318123959294,0.2343369518299695
PLCB1,12,6,0.23622364403336843,0.34302093578243215
PLCB2,104,47,2.751014772045723e-06,1.0970465597470361e-05
PLCB3,53,17,1.923995033639639e-05,6.6153017613492e-05
PLCB4,10,7,0.6278994251432753,0.7569460849452117
PLCD3,19,6,0.014161791349667606,0.029497841050292118
PLCE1,467,104,2.7229557397748745e-108,3.0755068513457268e-106
PLCG1,11,1,0.006234091590507687,0.014154855482558416
PLCG2,56,18,1.0475023911469495e-05,3.781682508966468e-05
PLCH1,28,22,0.5628881395287524,0.7000335815879558
PLCL1,10,11,0.8271915198311403,0.9076750190579539
PLCL2,30,21,0.31540230541285963,0.43862001776633747
PLCXD2,33,27,0.5959723307488669,0.7335870495337167
PLCXD3,15,16,0.8558951661029802,0.9301350781450459
PLCZ1,40,9,1.2424545142681625e-05,4.4217369612263295e-05
PLD1,17,18,0.8639015907108342,0.9371410814311201
PLD3,36,214,9.791795542462703e-43,1.087157077892644e-41
PLD5,15,18,0.5967026298759666,0.7340649337479952
PLEC,22,24,0.654701877084662,0.7761375492301842
PLEK,19,9,0.08543739368362885,0.1428902836690573
PLEK2,138,101,0.023085469777332022,0.04509035586985849
PLEKHA1,470,132,4.620835993927015e-93,1.1305244022926973e-91
PLEKHA2,32,9,0.00038673325836441,0.001131795637473245
PLEKHA5,39,10,5.1357180338113044e-05,0.0001663764423202791
PLEKHA6,4,5,0.747799998870537,0.8492818918147129
PLEKHA7,63,62,0.9242683031214951,0.983311504921466
PLEKHA8,2,1,1.0,1.0
PLEKHA8P1,51,48,1.0,1.0
PLEKHB1,54,15,2.522129159689038e-06,1.0108704438860385e-05
PLEKHD1,135,101,0.03926118806833545,0.07247254450264624
PLEKHF1,20,187,2.2900023929930653e-44,3.022883650926347e-43
PLEKHF2,19,10,0.1338287259801158,0.210554579144669
PLEKHG1,106,73,0.02179242132800166,0.04308577957215595
PLEKHG3,137,103,0.040512208631063966,0.07451627256714129
PLEKHG5,99,201,1.4283675537043258e-13,8.95158005496303e-13
PLEKHG6,29,8,0.0006888389931205767,0.001931269009827791
PLEKHH1,138,100,0.01881451861920172,0.03799834615456416
PLEKHH2,10,8,0.8138773582697607,0.9021595097349724
PLEKHM1P,13,1,0.001783177570548905,0.0045828731334107186
PLEKHM2,33,184,1.7012085374675207e-34,1.3851249132703034e-33
PLEKHM3,8,9,0.8095986768506749,0.9014075988475273
PLEKHO2,66,43,0.04322075118062083,0.078186671993652
PLEKHS1,468,128,5.159907337767868e-94,1.3318235056348611e-92
PLG,117,74,0.002396698663293235,0.005918659759985365
PLGLA,13,6,0.16549031108696222,0.25489546325728973
PLGRKT,214,122,3.146085574788783e-08,1.5659541916659078e-07
PLIN1,64,40,0.030023981799443808,0.05725060352770309
PLIN2,282,131,6.4968560292899035e-19,4.6319777537728014e-18
PLIN3,11,8,0.6463669807125458,0.7709133039601651
PLK1,49,13,5.192274458826104e-06,1.9711485195978198e-05
PLK1S1,12,13,0.8406239988279791,0.9167619603705088
PLK2,14,14,1.0,1.0
PLK4,31,66,7.365670924272094e-05,0.000233580554410841
PLLP,46,12,9.468273046722346e-06,3.4223387321429995e-05
PLOD1,46,188,1.175059343813465e-28,8.924035117677386e-28
PLOD2,30,22,0.39410433588465443,0.5244251336397625
PLP1,6,5,1.0,1.0
PLRG1,32,87,1.763700993918225e-08,8.911643569000867e-08
PLS3,9,7,0.803005578017028,0.8966587224389946
PLSCR2,29,22,0.4736391688742063,0.611412528557904
PLSCR3,58,8,1.484166186421526e-10,8.069180040689166e-10
PLSCR4,29,22,0.4736391688742063,0.611412528557904
PLSCR5,28,22,0.5628881395287524,0.7000335815879558
PLTP,10,1,0.011550556608657052,0.024622174169894456
PLXDC1,35,9,9.217119426116123e-05,0.0002886378320181705
PLXDC2,427,78,8.308532095492628e-101,2.889138174502089e-99
PLXNA1,37,24,0.14708054327050996,0.22901332457731813
PLXNA2,14,9,0.40274184467724955,0.5347346641984835
PLXNA4,2,2,1.0,1.0
PLXNB1,30,38,0.2600186634631556,0.3739946727827962
PLXNB3,6,15,0.04624296208619189,0.08330276729329351
PLXNC1,33,39,0.39361631565429733,0.523961390674245
PLXND1,35,25,0.28843707766093496,0.40715107880309764
PMAIP1,43,45,0.6583698437087995,0.779724991500598
PMCHL1,22,23,0.7633827221269018,0.8629023333815832
PMCHL2,20,18,0.8704621437509793,0.9432733117435614
PMEL,41,40,1.0,1.0
PMFBP1,52,13,1.1734686144511066e-06,5.002226312793565e-06
PML,68,41,0.015149813427294375,0.03123102748796708
PMM1,160,52,1.0851828092020346e-15,7.222692139934852e-15
PMM2,23,5,0.000856017338988184,0.002343983315034725
PMP2,18,11,0.2622119360067914,0.3761409188974427
PMPCA,43,27,0.08378550170291674,0.1409909047363297
PMPCB,2,3,0.680022832919075,0.7924982929488241
PMS2,5,8,0.41187085125875433,0.5442579105919253
PMS2CL,5,8,0.41187085125875433,0.5442579105919253
PMS2P3,2,6,0.16898554219925477,0.25789909731963884
PMS2P4,1,5,0.11599285180899042,0.1865372679450438
PMVK,2,1,1.0,1.0
PNISR,97,54,0.0005935245690389403,0.0016806646703304358
PNKP,62,242,3.918048329709426e-38,3.5692493637898725e-37
PNLDC1,110,73,0.00933536297575007,0.02034172071681427
PNLIP,470,130,3.3826450578194453e-94,8.791365754076766e-93
PNLIPRP1,471,130,7.327050371252907e-95,1.9412160613220666e-93
PNLIPRP2,471,129,1.9569194150212604e-95,5.249436330794531e-94
PNLIPRP3,472,130,1.57390488790347e-95,4.244739537896935e-94
PNMA2,40,13,0.00033905338421234105,0.000999462311153412
PNMAL1,64,241,8.006898418699641e-37,6.940544030335027e-36
PNMAL2,64,242,3.776551826064606e-37,3.3351770447467675e-36
PNO1,20,8,0.03470070233778274,0.06483506847240948
PNOC,39,13,0.0005234457598051231,0.0014920687293724021
PNP,142,54,3.2618299570709276e-11,1.8630878180653795e-10
PNPLA1,40,16,0.00226918381559647,0.00566223054466415
PNPLA3,164,57,6.510205292825788e-15,4.209914072700344e-14
PNPLA5,164,57,6.510205292825788e-15,4.209914072700344e-14
PNPLA6,12,5,0.14213395782907973,0.22213236730216765
PNPLA7,39,25,0.12204980107167063,0.19454924784578057
PNPLA8,2,2,1.0,1.0
PNPO,19,8,0.05100892455609041,0.09105351015226458
PNPT1,10,8,0.8138773582697607,0.9021595097349724
PNRC1,93,53,0.0013037044759392517,0.003452185552187456
POC1A,34,37,0.6238858499056186,0.7557658182377525
POC1B,37,39,0.7214594701870509,0.8290189062303892
PODN,9,176,2.7553420287876724e-50,5.02925248559519e-49
PODNL1,10,3,0.09146582995123384,0.15173933710960075
PODXL,2,2,1.0,1.0
PODXL2,35,25,0.28843707766093496,0.40715107880309764
POGK,4,1,0.374511179720651,0.5037524124072009
POLA1,10,32,0.0003991746197343932,0.0011654812706802828
POLB,25,8,0.004297609000116492,0.0100449171308153
POLD1,62,245,3.9243223479631145e-39,3.741315197616784e-38
POLD3,53,13,7.082582479805748e-07,3.132937397280387e-06
POLDIP2,29,10,0.003140685059375372,0.007589068185873089
POLE4,11,8,0.6463669807125458,0.7709133039601651
POLG,61,40,0.05964293621039779,0.10425368719485638
POLI,45,47,0.6643959222271955,0.7842649334981086
POLN,32,39,0.3263939581745796,0.45139845697832215
POLQ,41,25,0.07522484843448186,0.1277444803507559
POLR1A,8,6,0.7899543642007077,0.8845180723779839
POLR1B,10,6,0.4530657644335597,0.5885975882833983
POLR1C,44,16,0.0004629836869794918,0.0013364605968112847
POLR1D,149,84,1.1864574913955698e-05,4.2465962439228615e-05
POLR1E,146,51,6.181507361608451e-13,3.8103653502700924e-12
POLR2A,60,8,4.403475014849185e-11,2.4877398147072e-10
POLR2B,21,42,0.004064419387766024,0.009573511884808655
POLR2D,10,6,0.4530657644335597,0.5885975882833983
POLR2F,150,45,7.298229573026697e-16,4.909718076399778e-15
POLR2G,53,15,4.070762415134778e-06,1.5744333934128383e-05
POLR2K,17,7,0.06267964363089813,0.10871419081207156
POLR2M,82,54,0.027455978371525375,0.0527961734635246
POLR3A,453,91,8.735988613746006e-108,9.509566735919746e-106
POLR3B,29,41,0.10789207524987197,0.17578684971839229
POLR3H,158,52,3.079150775850562e-15,2.0172264699008784e-14
POLRMT,10,9,1.0,1.0
POM121,2,5,0.277102022175692,0.393517354615546
POM121C,2,6,0.16898554219925477,0.25789909731963884
POM121L12,6,3,0.5070428290082912,0.6448504693005563
POM121L2,43,22,0.01466769136654186,0.03036214134052526
POMP,149,81,3.6940872444571884e-06,1.442114828124633e-05
POMT1,47,24,0.009692196866217626,0.02100954997464952
POMT2,134,101,0.04649769851066984,0.08369140031479538
PON2,1,4,0.2075665708088641,0.3086276379976993
PON3,1,4,0.2075665708088641,0.3086276379976993
POP4,21,186,3.3035849076039736e-43,3.814485202307985e-42
POP5,25,30,0.4087182929172062,0.5411869718997154
POPDC2,38,25,0.15343067616184292,0.23815987531658675
POPDC3,97,59,0.0031970738118088644,0.007703952967756298
POR,2,6,0.16898554219925477,0.25789909731963884
POSTN,172,86,9.900011366035636e-09,5.0549956064101745e-08
POT1,2,2,1.0,1.0
POTEC,41,46,0.436688424089661,0.5728699246070115
POU1F1,24,21,0.8791590022367155,0.949919192375742
POU2AF1,50,11,4.842443744363792e-07,2.1904001784954192e-06
POU2F1,4,2,0.6871334366319842,0.7976291233355742
POU2F2,48,230,2.640373637208891e-41,2.6890639171628447e-40
POU2F3,44,10,4.135802657855368e-06,1.5930263468282908e-05
POU3F2,97,54,0.0005935245690389403,0.0016806646703304358
POU3F3,10,5,0.30032490974127724,0.4204940622736011
POU3F4,5,5,1.0,1.0
POU4F1,168,86,4.386185524485143e-08,2.1652737084724228e-07
POU4F2,31,81,1.3763694094131454e-07,6.553350639684396e-07
POU5F1,44,19,0.002602294115296071,0.006401123661368525
POU5F1B,18,9,0.12011182652712088,0.19172456254281264
POU5F2,18,23,0.4262351354781791,0.5603802034966923
POU6F1,44,43,0.9115639207803212,0.9747660320303235
POU6F2,4,1,0.374511179720651,0.5037524124072009
PP13004,3,1,0.6247067078323906,0.7557658182377525
PP2D1,27,22,0.6613618122444469,0.7819109454677557
PPA1,460,89,8.198379656653649e-114,3.3096618561234632e-111
PPA2,25,64,6.89847720274786e-06,2.546790969272017e-05
PPAP2A,17,17,1.0,1.0
PPAP2B,8,175,4.83935237759397e-51,8.986001411151621e-50
PPAPDC1A,471,134,1.3682416348280958e-92,3.3312359543578047e-91
PPAPDC1B,35,10,0.00021711505582627013,0.0006519093281275695
PPAPDC2,210,120,5.6297969354110745e-08,2.7475896544426625e-07
PPARA,167,60,1.3167493779053607e-14,8.370803704991251e-14
PPARD,40,16,0.00226918381559647,0.00566223054466415
PPARG,25,22,0.8816257140972298,0.9512160796644822
PPARGC1A,28,38,0.16256735644632422,0.2508563768399263
PPARGC1B,24,36,0.08442110040009085,0.1419173869975565
PPAT,20,40,0.005052797587558806,0.01167201681690118
PPCDC,71,41,0.006914619241987903,0.01554728487548904
PPEF1,9,30,0.00045456488837536494,0.0013154447607734026
PPEF2,25,60,3.716712443196212e-05,0.0001224664494882507
PPFIA1,54,16,5.6927860767674684e-06,2.1448967254878584e-05
PPFIA2,41,40,1.0,1.0
PPFIBP1,31,11,0.002661916526948237,0.006540286239420414
PPFIBP2,71,82,0.22217697502136097,0.3251697699503979
PPHLN1,54,44,0.4586786061779041,0.5944500062121021
PPIA,4,1,0.374511179720651,0.5037524124072009
PPIC,17,28,0.06950316953373761,0.11929577385006929
PPIE,6,174,4.680977869041048e-53,9.388204212114101e-52
PPIF,454,89,8.347784513628827e-110,1.2057732592666562e-107
PPIG,9,10,0.8190406480497187,0.9040222959307942
PPIH,4,173,2.7111463591898794e-55,5.656505639965329e-54
PPIL1,40,16,0.00226918381559647,0.00566223054466415
PPIL6,98,63,0.00805815328562495,0.017749205081621408
PPIP5K1,101,50,3.339509658142264e-05,0.00011086434051848198
PPL,23,6,0.002187889141606591,0.005514508504230573
PPM1A,133,89,0.004165067268873064,0.009780778570112735
PPM1B,10,8,0.8138773582697607,0.9021595097349724
PPM1D,15,3,0.007336633030886466,0.016315455424126792
PPM1E,14,3,0.012441399992984478,0.026304674270881467
PPM1F,141,39,3.192056853150622e-16,2.1667906935394778e-15
PPM1H,47,39,0.5029019750455823,0.640165534203435
PPM1K,27,61,8.147245068961223e-05,0.0002572796204034801
PPM1L,26,23,0.8839434089912973,0.9526903350457216
PPME1,52,12,4.573655993398511e-07,2.075693665644484e-06
PPP1CB,14,9,0.40274184467724955,0.5347346641984835
PPP1R10,44,20,0.004305090256232517,0.010048332167359364
PPP1R11,45,21,0.004930207983063803,0.011441616610780851
PPP1R12A,40,39,1.0,1.0
PPP1R12B,7,6,1.0,1.0
PPP1R12C,56,255,8.453236575639026e-46,1.2210049984543215e-44
PPP1R13B,120,84,0.015995460891556443,0.03281220995670639
PPP1R14A,29,206,1.1959070752243658e-44,1.6155500075557936e-43
PPP1R14C,109,74,0.01483442117465408,0.030694583317583138
PPP1R15A,63,240,5.542155841748052e-37,4.823537952186514e-36
PPP1R15B,3,5,0.49706520125893344,0.634402162558343
PPP1R16B,11,1,0.006234091590507687,0.014154855482558416
PPP1R17,2,1,1.0,1.0
PPP1R1A,40,42,0.7305648185335096,0.8353284140668581
PPP1R1B,35,8,3.603381479064709e-05,0.00011925533504849098
PPP1R1C,11,11,1.0,1.0
PPP1R26,46,28,0.054155426084533054,0.09637753946710763
PPP1R37,53,240,6.724512549870567e-42,7.064029896794102e-41
PPP1R3A,3,1,0.6247067078323906,0.7557658182377525
PPP1R3C,463,104,1.444029786621943e-105,7.802955199508932e-104
PPP1R3G,50,27,0.012926244617500178,0.02710848061483843
PPP1R42,21,12,0.16004329865862954,0.247520892870373
PPP1R7,22,57,1.9192978106109393e-05,6.6153017613492e-05
PPP1R8,29,178,9.344218982090102e-35,7.637043392217493e-34
PPP1R9A,1,6,0.06370543074002304,0.11021340326806704
PPP1R9B,16,7,0.0916764545126367,0.151988047642515
PPP2CB,37,12,0.0006219767304888679,0.0017575873674574442
